,country,date,daily_vaccinations_per_million,total_vaccinations
29427,Germany,2022-03-25,588.0,171816715.0
29428,Germany,2022-03-26,578.0,171839777.0
29429,Germany,2022-03-27,576.0,171849411.0
29430,Germany,2022-03-28,566.0,171885915.0
29431,Germany,2022-03-29,541.0,171940027.0
38411,Italy,2020-12-27,0.0,7349.0
38412,Italy,2020-12-28,25.0,8854.0
38413,Italy,2020-12-29,22.0,9953.0
38414,Italy,2020-12-30,41.0,14838.0
38415,Italy,2020-12-31,138.0,40785.0
38416,Italy,2021-01-01,148.0,52056.0
38417,Italy,2021-01-02,231.0,91132.0
38418,Italy,2021-01-03,283.0,127010.0
38419,Italy,2021-01-04,444.0,196638.0
38420,Italy,2021-01-05,632.0,276896.0
38421,Italy,2021-01-06,774.0,342075.0
38422,Italy,2021-01-07,932.0,434720.0
38423,Italy,2021-01-08,1135.0,531704.0
38424,Italy,2021-01-09,1251.0,619965.0
38425,Italy,2021-01-10,1311.0,680894.0
38426,Italy,2021-01-11,1340.0,763081.0
38427,Italy,2021-01-12,1348.0,846617.0
38428,Italy,2021-01-13,1420.0,942106.0
38429,Italy,2021-01-14,1424.0,1036674.0
38430,Italy,2021-01-15,1410.0,1127711.0
38431,Italy,2021-01-16,1358.0,1193846.0
38432,Italy,2021-01-17,1303.0,1231480.0
38433,Italy,2021-01-18,1214.0,1276168.0
38434,Italy,2021-01-19,1096.0,1309792.0
38435,Italy,2021-01-20,945.0,1341328.0
38436,Italy,2021-01-21,808.0,1377902.0
38437,Italy,2021-01-22,657.0,1405349.0
38438,Italy,2021-01-23,594.0,1444728.0
38439,Italy,2021-01-24,585.0,1478766.0
38440,Italy,2021-01-25,644.0,1548413.0
38441,Italy,2021-01-26,756.0,1629283.0
38442,Italy,2021-01-27,850.0,1700539.0
38443,Italy,2021-01-28,987.0,1794781.0
38444,Italy,2021-01-29,1156.0,1893952.0
38445,Italy,2021-01-30,1278.0,1984744.0
38446,Italy,2021-01-31,1339.0,2044752.0
38447,Italy,2021-02-01,1379.0,2131005.0
38448,Italy,2021-02-02,1397.0,2219634.0
38449,Italy,2021-02-03,1466.0,2319926.0
38450,Italy,2021-02-04,1501.0,2428957.0
38451,Italy,2021-02-05,1522.0,2537192.0
38452,Italy,2021-02-06,1493.0,2615575.0
38453,Italy,2021-02-07,1451.0,2657993.0
38454,Italy,2021-02-08,1406.0,2725248.0
38455,Italy,2021-02-09,1356.0,2792535.0
38456,Italy,2021-02-10,1292.0,2865889.0
38457,Italy,2021-02-11,1212.0,2941216.0
38458,Italy,2021-02-12,1133.0,3015762.0
38459,Italy,2021-02-13,1072.0,3068702.0
38460,Italy,2021-02-14,1043.0,3098734.0
38461,Italy,2021-02-15,1033.0,3161756.0
38462,Italy,2021-02-16,1043.0,3233260.0
38463,Italy,2021-02-17,1060.0,3314015.0
38464,Italy,2021-02-18,1097.0,3404652.0
38465,Italy,2021-02-19,1142.0,3498339.0
38466,Italy,2021-02-20,1203.0,3576942.0
38467,Italy,2021-02-21,1253.0,3628199.0
38468,Italy,2021-02-22,1355.0,3734427.0
38469,Italy,2021-02-23,1439.0,3841465.0
38470,Italy,2021-02-24,1539.0,3964221.0
38471,Italy,2021-02-25,1629.0,4093228.0
38472,Italy,2021-02-26,1737.0,4232464.0
38473,Italy,2021-02-27,1852.0,4359615.0
38474,Italy,2021-02-28,1917.0,4438113.0
38475,Italy,2021-03-01,1988.0,4574298.0
38476,Italy,2021-03-02,2119.0,4736828.0
38477,Italy,2021-03-03,2273.0,4924846.0
38478,Italy,2021-03-04,2439.0,5123683.0
38479,Italy,2021-03-05,2599.0,5330727.0
38480,Italy,2021-03-06,2721.0,5509398.0
38481,Italy,2021-03-07,2779.0,5612636.0
38482,Italy,2021-03-08,2888.0,5794881.0
38483,Italy,2021-03-09,2968.0,5990997.0
38484,Italy,2021-03-10,3036.0,6207601.0
38485,Italy,2021-03-11,3098.0,6432941.0
38486,Italy,2021-03-12,3113.0,6646285.0
38487,Italy,2021-03-13,3111.0,6823938.0
38488,Italy,2021-03-14,3118.0,6930040.0
38489,Italy,2021-03-15,3102.0,7105898.0
38490,Italy,2021-03-16,2972.0,7246799.0
38491,Italy,2021-03-17,2853.0,7413175.0
38492,Italy,2021-03-18,2708.0,7577403.0
38493,Italy,2021-03-19,2622.0,7754187.0
38494,Italy,2021-03-20,2619.0,7930626.0
38495,Italy,2021-03-21,2677.0,8061406.0
38496,Italy,2021-03-22,2727.0,8258175.0
38497,Italy,2021-03-23,2931.0,8485371.0
38498,Italy,2021-03-24,3149.0,8743766.0
38499,Italy,2021-03-25,3404.0,9015639.0
38500,Italy,2021-03-26,3631.0,9288547.0
38501,Italy,2021-03-27,3785.0,9530125.0
38502,Italy,2021-03-28,3863.0,9693884.0
38503,Italy,2021-03-29,3976.0,9938349.0
38504,Italy,2021-03-30,4080.0,10209365.0
38505,Italy,2021-03-31,4196.0,10516989.0
38506,Italy,2021-04-01,4237.0,10806024.0
38507,Italy,2021-04-02,4263.0,11089990.0
38508,Italy,2021-04-03,4238.0,11321065.0
38509,Italy,2021-04-04,4079.0,11417404.0
38510,Italy,2021-04-05,3906.0,11589016.0
38511,Italy,2021-04-06,3945.0,11876281.0
38512,Italy,2021-04-07,4010.0,12211682.0
38513,Italy,2021-04-08,4132.0,12551946.0
38514,Italy,2021-04-09,4258.0,12889144.0
38515,Italy,2021-04-10,4473.0,13211177.0
38516,Italy,2021-04-11,4724.0,13413703.0
38517,Italy,2021-04-12,4953.0,13682085.0
38518,Italy,2021-04-13,4961.0,13972734.0
38519,Italy,2021-04-14,4931.0,14295383.0
38520,Italy,2021-04-15,4962.0,14648646.0
38521,Italy,2021-04-16,5067.0,15030496.0
38522,Italy,2021-04-17,5160.0,15391482.0
38523,Italy,2021-04-18,5254.0,15634099.0
38524,Italy,2021-04-19,5358.0,15946173.0
38525,Italy,2021-04-20,5463.0,16281242.0
38526,Italy,2021-04-21,5586.0,16655868.0
38527,Italy,2021-04-22,5699.0,17056705.0
38528,Italy,2021-04-23,5758.0,17463857.0
38529,Italy,2021-04-24,5823.0,17851976.0
38530,Italy,2021-04-25,5883.0,18120171.0
38531,Italy,2021-04-26,5963.0,18465945.0
38532,Italy,2021-04-27,6057.0,18840844.0
38533,Italy,2021-04-28,6142.0,19251493.0
38534,Italy,2021-04-29,6452.0,19783176.0
38535,Italy,2021-04-30,6744.0,20313609.0
38536,Italy,2021-05-01,6853.0,20747941.0
38537,Italy,2021-05-02,7096.0,21118733.0
38538,Italy,2021-05-03,7258.0,21532820.0
38539,Italy,2021-05-04,7444.0,21986676.0
38540,Italy,2021-05-05,7626.0,22474046.0
38541,Italy,2021-05-06,7604.0,22996596.0
38542,Italy,2021-05-07,7643.0,23543359.0
38543,Italy,2021-05-08,7833.0,24057945.0
38544,Italy,2021-05-09,7865.0,24442087.0
38545,Italy,2021-05-10,7932.0,24884528.0
38546,Italy,2021-05-11,7944.0,25343401.0
38547,Italy,2021-05-12,7941.0,25829605.0
38548,Italy,2021-05-13,7960.0,26360232.0
38549,Italy,2021-05-14,7983.0,26916861.0
38550,Italy,2021-05-15,8058.0,27462830.0
38551,Italy,2021-05-16,8120.0,27873323.0
38552,Italy,2021-05-17,8181.0,28341646.0
38553,Italy,2021-05-18,8209.0,28812504.0
38554,Italy,2021-05-19,8215.0,29301097.0
38555,Italy,2021-05-20,8273.0,29856344.0
38556,Italy,2021-05-21,8313.0,30429638.0
38557,Italy,2021-05-22,8260.0,30953072.0
38558,Italy,2021-05-23,8254.0,31361045.0
38559,Italy,2021-05-24,8247.0,31826546.0
38560,Italy,2021-05-25,8270.0,32307203.0
38561,Italy,2021-05-26,8365.0,32836091.0
38562,Italy,2021-05-27,8452.0,33427787.0
38563,Italy,2021-05-28,8505.0,34023777.0
38564,Italy,2021-05-29,8510.0,34549106.0
38565,Italy,2021-05-30,8497.0,34951613.0
38566,Italy,2021-05-31,8533.0,35432375.0
38567,Italy,2021-06-01,8508.0,35902581.0
38568,Italy,2021-06-02,8234.0,36315526.0
38569,Italy,2021-06-03,8250.0,36914202.0
38570,Italy,2021-06-04,8341.0,37548325.0
38571,Italy,2021-06-05,8563.0,38167534.0
38572,Italy,2021-06-06,8824.0,38680214.0
38573,Italy,2021-06-07,9040.0,39252350.0
38574,Italy,2021-06-08,9307.0,39835669.0
38575,Italy,2021-06-09,9739.0,40430985.0
38576,Italy,2021-06-10,9825.0,41065791.0
38577,Italy,2021-06-11,9800.0,41689687.0
38578,Italy,2021-06-12,9677.0,42256855.0
38579,Italy,2021-06-13,9496.0,42693007.0
38580,Italy,2021-06-14,9407.0,43227337.0
38581,Italy,2021-06-15,9298.0,43764616.0
38582,Italy,2021-06-16,9211.0,44323399.0
38583,Italy,2021-06-17,9143.0,44929159.0
38584,Italy,2021-06-18,9110.0,45539524.0
38585,Italy,2021-06-19,9093.0,46099348.0
38586,Italy,2021-06-20,9098.0,46537637.0
38587,Italy,2021-06-21,9158.0,47097140.0
38588,Italy,2021-06-22,9241.0,47669575.0
38589,Italy,2021-06-23,9266.0,48238785.0
38590,Italy,2021-06-24,9282.0,48851569.0
38591,Italy,2021-06-25,9301.0,49469785.0
38592,Italy,2021-06-26,9291.0,50025321.0
38593,Italy,2021-06-27,9275.0,50457117.0
38594,Italy,2021-06-28,9277.0,51017382.0
38595,Italy,2021-06-29,9258.0,51581608.0
38596,Italy,2021-06-30,9270.0,52156014.0
38597,Italy,2021-07-01,9169.0,52726054.0
38598,Italy,2021-07-02,9022.0,53282436.0
38599,Italy,2021-07-03,8957.0,53810121.0
38600,Italy,2021-07-04,8917.0,54224992.0
38601,Italy,2021-07-05,8872.0,54766445.0
38602,Italy,2021-07-06,8813.0,55305570.0
38603,Italy,2021-07-07,8753.0,55854787.0
38604,Italy,2021-07-08,8792.0,56441342.0
38605,Italy,2021-07-09,8894.0,57040933.0
38606,Italy,2021-07-10,8994.0,57610689.0
38607,Italy,2021-07-11,8986.0,58022254.0
38608,Italy,2021-07-12,9048.0,58590047.0
38609,Italy,2021-07-13,9127.0,59162347.0
38610,Italy,2021-07-14,9171.0,59730375.0
38611,Italy,2021-07-15,9239.0,60345296.0
38612,Italy,2021-07-16,9232.0,60942138.0
38613,Italy,2021-07-17,9158.0,61480672.0
38614,Italy,2021-07-18,9238.0,61925929.0
38615,Italy,2021-07-19,9255.0,62500973.0
38616,Italy,2021-07-20,9245.0,63068951.0
38617,Italy,2021-07-21,9285.0,63653881.0
38618,Italy,2021-07-22,9268.0,64261493.0
38619,Italy,2021-07-23,9247.0,64849757.0
38620,Italy,2021-07-24,9145.0,65345299.0
38621,Italy,2021-07-25,8953.0,65709093.0
38622,Italy,2021-07-26,8930.0,66274713.0
38623,Italy,2021-07-27,8945.0,66848652.0
38624,Italy,2021-07-28,8838.0,67388475.0
38625,Italy,2021-07-29,8679.0,67928857.0
38626,Italy,2021-07-30,8509.0,68445310.0
38627,Italy,2021-07-31,8360.0,68878181.0
38628,Italy,2021-08-01,8201.0,69174628.0
38629,Italy,2021-08-02,7994.0,69652597.0
38630,Italy,2021-08-03,7746.0,70121794.0
38631,Italy,2021-08-04,7601.0,70600246.0
38632,Italy,2021-08-05,7416.0,71062642.0
38633,Italy,2021-08-06,7236.0,71502949.0
38634,Italy,2021-08-07,7029.0,71848520.0
38635,Italy,2021-08-08,6942.0,72108248.0
38636,Italy,2021-08-09,6776.0,72515971.0
38637,Italy,2021-08-10,6560.0,72893942.0
38638,Italy,2021-08-11,6278.0,73253135.0
38639,Italy,2021-08-12,5986.0,73592305.0
38640,Italy,2021-08-13,5647.0,73889394.0
38641,Italy,2021-08-14,5134.0,74018203.0
38642,Italy,2021-08-15,4645.0,74071125.0
38643,Italy,2021-08-16,4237.0,74306331.0
38644,Italy,2021-08-17,3938.0,74557818.0
38645,Italy,2021-08-18,3703.0,74817860.0
38646,Italy,2021-08-19,3475.0,75060536.0
38647,Italy,2021-08-20,3320.0,75292316.0
38648,Italy,2021-08-21,3386.0,75448845.0
38649,Italy,2021-08-22,3529.0,75562200.0
38650,Italy,2021-08-23,3708.0,75873219.0
38651,Italy,2021-08-24,3778.0,76154451.0
38652,Italy,2021-08-25,3862.0,76449920.0
38653,Italy,2021-08-26,3956.0,76732254.0
38654,Italy,2021-08-27,4096.0,77023348.0
38655,Italy,2021-08-28,4264.0,77250897.0
38656,Italy,2021-08-29,4378.0,77412116.0
38657,Italy,2021-08-30,4472.0,77762946.0
38658,Italy,2021-08-31,4574.0,78087387.0
38659,Italy,2021-09-01,4619.0,78401835.0
38660,Italy,2021-09-02,4658.0,78700759.0
38661,Italy,2021-09-03,4671.0,78997238.0
38662,Italy,2021-09-04,4656.0,79218323.0
38663,Italy,2021-09-05,4614.0,79361673.0
38664,Italy,2021-09-06,4470.0,79652000.0
38665,Italy,2021-09-07,4373.0,79935200.0
38666,Italy,2021-09-08,4272.0,80207147.0
38667,Italy,2021-09-09,4224.0,80485816.0
38668,Italy,2021-09-10,4171.0,80759914.0
38669,Italy,2021-09-11,4134.0,80965281.0
38670,Italy,2021-09-12,4108.0,81097645.0
38671,Italy,2021-09-13,4029.0,81354474.0
38672,Italy,2021-09-14,3926.0,81594278.0
38673,Italy,2021-09-15,3813.0,81818308.0
38674,Italy,2021-09-16,3666.0,82034773.0
38675,Italy,2021-09-17,3535.0,82253597.0
38676,Italy,2021-09-18,3539.0,82460841.0
38677,Italy,2021-09-19,3536.0,82591811.0
38678,Italy,2021-09-20,3560.0,82858762.0
38679,Italy,2021-09-21,3599.0,83115159.0
38680,Italy,2021-09-22,3666.0,83367328.0
38681,Italy,2021-09-23,3698.0,83597587.0
38682,Italy,2021-09-24,3738.0,83833095.0
38683,Italy,2021-09-25,3733.0,84038285.0
38684,Italy,2021-09-26,3725.0,84165818.0
38685,Italy,2021-09-27,3619.0,84388077.0
38686,Italy,2021-09-28,3492.0,84590581.0
38687,Italy,2021-09-29,3362.0,84788100.0
38688,Italy,2021-09-30,3301.0,84992472.0
38689,Italy,2021-10-01,3162.0,85169254.0
38690,Italy,2021-10-02,3032.0,85319690.0
38691,Italy,2021-10-03,2934.0,85405816.0
38692,Italy,2021-10-04,2824.0,85581265.0
38693,Italy,2021-10-05,2738.0,85747539.0
38694,Italy,2021-10-06,2648.0,85906897.0
38695,Italy,2021-10-07,2545.0,86067812.0
38696,Italy,2021-10-08,2535.0,86240580.0
38697,Italy,2021-10-09,2530.0,86388999.0
38698,Italy,2021-10-10,2529.0,86474295.0
38699,Italy,2021-10-11,2547.0,86657472.0
38700,Italy,2021-10-12,2602.0,86847180.0
38701,Italy,2021-10-13,2711.0,87052395.0
38702,Italy,2021-10-14,2864.0,87277878.0
38703,Italy,2021-10-15,2975.0,87497556.0
38704,Italy,2021-10-16,3029.0,87668885.0
38705,Italy,2021-10-17,3073.0,87772894.0
38706,Italy,2021-10-18,3106.0,87970168.0
38707,Italy,2021-10-19,3098.0,88156421.0
38708,Italy,2021-10-20,3058.0,88344537.0
38709,Italy,2021-10-21,2978.0,88536374.0
38710,Italy,2021-10-22,2886.0,88717019.0
38711,Italy,2021-10-23,2797.0,88850742.0
38712,Italy,2021-10-24,2711.0,88918360.0
38713,Italy,2021-10-25,2646.0,89088454.0
38714,Italy,2021-10-26,2612.0,89259982.0
38715,Italy,2021-10-27,2600.0,89443416.0
38716,Italy,2021-10-28,2610.0,89639180.0
38717,Italy,2021-10-29,2616.0,89822562.0
38718,Italy,2021-10-30,2618.0,89956836.0
38719,Italy,2021-10-31,2602.0,90017704.0
38720,Italy,2021-11-01,2324.0,90070375.0
38721,Italy,2021-11-02,2317.0,90238887.0
38722,Italy,2021-11-03,2347.0,90435136.0
38723,Italy,2021-11-04,2365.0,90638504.0
38724,Italy,2021-11-05,2443.0,90854843.0
38725,Italy,2021-11-06,2487.0,91007863.0
38726,Italy,2021-11-07,2502.0,91075062.0
38727,Italy,2021-11-08,2853.0,91276151.0
38728,Italy,2021-11-09,2945.0,91483513.0
38729,Italy,2021-11-10,2996.0,91701160.0
38730,Italy,2021-11-11,3033.0,91920103.0
38731,Italy,2021-11-12,3050.0,92143876.0
38732,Italy,2021-11-13,3084.0,92311129.0
38733,Italy,2021-11-14,3101.0,92385291.0
38734,Italy,2021-11-15,3127.0,92597561.0
38735,Italy,2021-11-16,3156.0,92817171.0
38736,Italy,2021-11-17,3172.0,93041765.0
38737,Italy,2021-11-18,3232.0,93285933.0
38738,Italy,2021-11-19,3305.0,93540545.0
38739,Italy,2021-11-20,3371.0,93735413.0
38740,Italy,2021-11-21,3394.0,93819303.0
38741,Italy,2021-11-22,3498.0,94075521.0
38742,Italy,2021-11-23,3654.0,94361367.0
38743,Italy,2021-11-24,3879.0,94681037.0
38744,Italy,2021-11-25,4132.0,95031964.0
38745,Italy,2021-11-26,4407.0,95402695.0
38746,Italy,2021-11-27,4692.0,95718184.0
38747,Italy,2021-11-28,4876.0,95879609.0
38748,Italy,2021-11-29,5169.0,96259792.0
38749,Italy,2021-11-30,5486.0,96679650.0
38750,Italy,2021-12-01,5831.0,97144985.0
38751,Italy,2021-12-02,6173.0,97640308.0
38752,Italy,2021-12-03,6538.0,98165290.0
38753,Italy,2021-12-04,6906.0,98636431.0
38754,Italy,2021-12-05,7221.0,98931149.0
38755,Italy,2021-12-06,7563.0,99455740.0
38756,Italy,2021-12-07,7857.0,99999765.0
38757,Italy,2021-12-08,7422.0,100281279.0
38758,Italy,2021-12-09,7571.0,100839794.0
38759,Italy,2021-12-10,7699.0,101418705.0
38760,Italy,2021-12-11,7795.0,101930547.0
38761,Italy,2021-12-12,7867.0,102255702.0
38762,Italy,2021-12-13,7865.0,102779125.0
38763,Italy,2021-12-14,7877.0,103328158.0
38764,Italy,2021-12-15,8561.0,103898808.0
38765,Italy,2021-12-16,8636.0,104489127.0
38766,Italy,2021-12-17,8649.0,105073332.0
38767,Italy,2021-12-18,8727.0,105618264.0
38768,Italy,2021-12-19,8787.0,105968965.0
38769,Italy,2021-12-20,8841.0,106515190.0
38770,Italy,2021-12-21,8870.0,107076505.0
38771,Italy,2021-12-22,8828.0,107629232.0
38772,Italy,2021-12-23,8601.0,108123621.0
38773,Italy,2021-12-24,7781.0,108361371.0
38774,Italy,2021-12-25,6578.0,108398017.0
38775,Italy,2021-12-26,6183.0,108581553.0
38776,Italy,2021-12-27,6303.0,109178618.0
38777,Italy,2021-12-28,6516.0,109830118.0
38778,Italy,2021-12-29,6725.0,110470976.0
38779,Italy,2021-12-30,6934.0,111053694.0
38780,Italy,2021-12-31,7036.0,111334625.0
38781,Italy,2022-01-01,7122.0,111407780.0
38782,Italy,2022-01-02,7491.0,111747102.0
38783,Italy,2022-01-03,7565.0,112375536.0
38784,Italy,2022-01-04,7655.0,113065083.0
38785,Italy,2022-01-05,7719.0,113732732.0
38786,Italy,2022-01-06,7146.0,114073306.0
38787,Italy,2022-01-07,8110.0,114761857.0
38788,Italy,2022-01-08,9454.0,115402843.0
38789,Italy,2022-01-09,9648.0,115823957.0
38790,Italy,2022-01-10,9744.0,116493187.0
38791,Italy,2022-01-11,9830.0,117218962.0
38792,Italy,2022-01-12,9940.0,117933066.0
38793,Italy,2022-01-13,10811.0,118641538.0
38794,Italy,2022-01-14,10857.0,119349845.0
38795,Italy,2022-01-15,10998.0,120050154.0
38796,Italy,2022-01-16,11028.0,120484289.0
38797,Italy,2022-01-17,10864.0,121083955.0
38798,Italy,2022-01-18,10640.0,121715166.0
38799,Italy,2022-01-19,10397.0,122326606.0
38800,Italy,2022-01-20,10150.0,122930795.0
38801,Italy,2022-01-21,9863.0,123517871.0
38802,Italy,2022-01-22,9545.0,124083769.0
38803,Italy,2022-01-23,9342.0,124431980.0
38804,Italy,2022-01-24,9181.0,124963647.0
38805,Italy,2022-01-25,8995.0,125516213.0
38806,Italy,2022-01-26,8807.0,126048050.0
38807,Italy,2022-01-27,8605.0,126567138.0
38808,Italy,2022-01-28,8478.0,127100634.0
38809,Italy,2022-01-29,8389.0,127628808.0
38810,Italy,2022-01-30,8323.0,127949206.0
38811,Italy,2022-01-31,8135.0,128401326.0
38812,Italy,2022-02-01,7835.0,128827207.0
38813,Italy,2022-02-02,7496.0,129215813.0
38814,Italy,2022-02-03,7123.0,129577314.0
38815,Italy,2022-02-04,6733.0,129945684.0
38816,Italy,2022-02-05,6348.0,130311129.0
38817,Italy,2022-02-06,6040.0,130501731.0
38818,Italy,2022-02-07,5645.0,130786591.0
38819,Italy,2022-02-08,5285.0,131060289.0
38820,Italy,2022-02-09,4941.0,131303911.0
38821,Italy,2022-02-10,4652.0,131542924.0
38822,Italy,2022-02-11,4353.0,131785002.0
38823,Italy,2022-02-12,4063.0,132027932.0
38824,Italy,2022-02-13,3894.0,132147318.0
38825,Italy,2022-02-14,3630.0,132320681.0
38826,Italy,2022-02-15,3418.0,132504727.0
38827,Italy,2022-02-16,3225.0,132666562.0
38828,Italy,2022-02-17,3014.0,132816370.0
38829,Italy,2022-02-18,2840.0,132984970.0
38830,Italy,2022-02-19,2649.0,133147196.0
38831,Italy,2022-02-20,2545.0,133222651.0
38832,Italy,2022-02-21,2451.0,133356289.0
38833,Italy,2022-02-22,2316.0,133483518.0
38834,Italy,2022-02-23,2214.0,133602251.0
38835,Italy,2022-02-24,2136.0,133718882.0
38836,Italy,2022-02-25,2047.0,133849771.0
38837,Italy,2022-02-26,1979.0,133983306.0
38838,Italy,2022-02-27,1943.0,134043802.0
38839,Italy,2022-02-28,1900.0,134159200.0
38840,Italy,2022-03-01,1800.0,134243965.0
38841,Italy,2022-03-02,1707.0,134323524.0
38842,Italy,2022-03-03,1634.0,134409258.0
38843,Italy,2022-03-04,1545.0,134502590.0
38844,Italy,2022-03-05,1438.0,134591094.0
38845,Italy,2022-03-06,1364.0,134620361.0
38846,Italy,2022-03-07,1266.0,134694268.0
38847,Italy,2022-03-08,1233.0,134765150.0
38848,Italy,2022-03-09,1202.0,134831328.0
38849,Italy,2022-03-10,1171.0,134903937.0
38850,Italy,2022-03-11,1137.0,134983231.0
38851,Italy,2022-03-12,1112.0,135060934.0
38852,Italy,2022-03-13,1100.0,135085085.0
38853,Italy,2022-03-14,1072.0,135147311.0
38854,Italy,2022-03-15,1054.0,135210513.0
38855,Italy,2022-03-16,1031.0,135267174.0
38856,Italy,2022-03-17,1001.0,135326980.0
38857,Italy,2022-03-18,966.0,135391236.0
38858,Italy,2022-03-19,924.0,135451419.0
38859,Italy,2022-03-20,903.0,135466611.0
38860,Italy,2022-03-21,878.0,135518530.0
38861,Italy,2022-03-22,848.0,135568746.0
38862,Italy,2022-03-23,819.0,135613182.0
38863,Italy,2022-03-24,798.0,135664341.0
38864,Italy,2022-03-25,778.0,135720031.0
38865,Italy,2022-03-26,761.0,135772999.0
38866,Italy,2022-03-27,756.0,135785891.0
38867,Italy,2022-03-28,737.0,135830078.0
38868,Italy,2022-03-29,715.0,135870869.0
39255,Japan,2021-02-17,0.0,125.0
39256,Japan,2021-02-18,4.0,611.0
39257,Japan,2021-02-19,19.0,5039.0
39258,Japan,2021-02-20,19.0,0.0
39259,Japan,2021-02-21,19.0,0.0
39260,Japan,2021-02-22,19.0,11934.0
39261,Japan,2021-02-23,20.0,0.0
39262,Japan,2021-02-24,20.0,17888.0
39263,Japan,2021-02-25,24.0,21896.0
39264,Japan,2021-02-26,27.0,28530.0
39265,Japan,2021-02-27,25.0,0.0
39266,Japan,2021-02-28,24.0,0.0
39267,Japan,2021-03-01,22.0,31785.0
39268,Japan,2021-03-02,23.0,34772.0
39269,Japan,2021-03-03,22.0,37303.0
39270,Japan,2021-03-04,20.0,39174.0
39271,Japan,2021-03-05,20.0,46469.0
39272,Japan,2021-03-06,28.0,0.0
39273,Japan,2021-03-07,36.0,0.0
39274,Japan,2021-03-08,44.0,70796.0
39275,Japan,2021-03-09,82.0,107558.0
39276,Japan,2021-03-10,127.0,148950.0
39277,Japan,2021-03-11,161.0,181184.0
39278,Japan,2021-03-12,209.0,230542.0
39279,Japan,2021-03-13,222.0,0.0
39280,Japan,2021-03-14,235.0,0.0
39281,Japan,2021-03-15,249.0,290275.0
39282,Japan,2021-03-16,285.0,359191.0
39283,Japan,2021-03-17,327.0,437485.0
39284,Japan,2021-03-18,371.0,508702.0
39285,Japan,2021-03-19,395.0,578835.0
39286,Japan,2021-03-20,400.0,0.0
39287,Japan,2021-03-21,405.0,0.0
39288,Japan,2021-03-22,411.0,652698.0
39289,Japan,2021-03-23,385.0,699126.0
39290,Japan,2021-03-24,344.0,741180.0
39291,Japan,2021-03-25,302.0,775122.0
39292,Japan,2021-03-26,277.0,822869.0
39293,Japan,2021-03-27,274.0,0.0
39294,Japan,2021-03-28,272.0,0.0
39295,Japan,2021-03-29,270.0,890662.0
39296,Japan,2021-03-30,284.0,949731.0
39297,Japan,2021-03-31,296.0,1002739.0
39298,Japan,2021-04-01,312.0,1050112.0
39299,Japan,2021-04-02,310.0,1096698.0
39300,Japan,2021-04-03,323.0,0.0
39301,Japan,2021-04-04,335.0,0.0
39302,Japan,2021-04-05,347.0,1196884.0
39303,Japan,2021-04-06,384.0,1288566.0
39304,Japan,2021-04-07,442.0,1393108.0
39305,Japan,2021-04-08,496.0,1487606.0
39306,Japan,2021-04-09,562.0,1592517.0
39307,Japan,2021-04-10,562.0,0.0
39308,Japan,2021-04-11,563.0,0.0
39309,Japan,2021-04-12,564.0,1694191.0
39310,Japan,2021-04-13,526.0,1752419.0
39311,Japan,2021-04-14,471.0,1808495.0
39312,Japan,2021-04-15,434.0,1870352.0
39313,Japan,2021-04-16,407.0,1951691.0
39314,Japan,2021-04-17,378.0,1960253.0
39315,Japan,2021-04-18,350.0,1968952.0
39316,Japan,2021-04-19,487.0,2124028.0
39317,Japan,2021-04-20,626.0,2305110.0
39318,Japan,2021-04-21,811.0,2523714.0
39319,Japan,2021-04-22,983.0,2738010.0
39320,Japan,2021-04-23,1162.0,2977156.0
39321,Japan,2021-04-24,1199.0,3017983.0
39322,Japan,2021-04-25,1218.0,3043542.0
39323,Japan,2021-04-26,1415.0,3372956.0
39324,Japan,2021-04-27,1539.0,3662687.0
39325,Japan,2021-04-28,1669.0,3995987.0
39326,Japan,2021-04-29,1450.0,4017511.0
39327,Japan,2021-04-30,1574.0,4365615.0
39328,Japan,2021-05-01,1577.0,4409136.0
39329,Japan,2021-05-02,1576.0,4434292.0
39330,Japan,2021-05-03,1212.0,4442528.0
39331,Japan,2021-05-04,894.0,4451668.0
39332,Japan,2021-05-05,529.0,4462316.0
39333,Japan,2021-05-06,941.0,4848177.0
39334,Japan,2021-05-07,769.0,5044329.0
39335,Japan,2021-05-08,798.0,5112955.0
39336,Japan,2021-05-09,862.0,5194727.0
39337,Japan,2021-05-10,1253.0,5548009.0
39338,Japan,2021-05-11,1625.0,5885055.0
39339,Japan,2021-05-12,2052.0,6273284.0
39340,Japan,2021-05-13,2094.0,6695597.0
39341,Japan,2021-05-14,2348.0,7116487.0
39342,Japan,2021-05-15,2464.0,7287316.0
39343,Japan,2021-05-16,2607.0,7495054.0
39344,Japan,2021-05-17,2895.0,8102078.0
39345,Japan,2021-05-18,3151.0,8664931.0
39346,Japan,2021-05-19,3434.0,9303184.0
39347,Japan,2021-05-20,3559.0,9835661.0
39348,Japan,2021-05-21,3739.0,10415253.0
39349,Japan,2021-05-22,3914.0,10741001.0
39350,Japan,2021-05-23,4074.0,11089889.0
39351,Japan,2021-05-24,4272.0,11871450.0
39352,Japan,2021-05-25,4382.0,12531129.0
39353,Japan,2021-05-26,4474.0,13251273.0
39354,Japan,2021-05-27,4703.0,13985282.0
39355,Japan,2021-05-28,4872.0,14714342.0
39356,Japan,2021-05-29,5101.0,15242208.0
39357,Japan,2021-05-30,5301.0,15766836.0
