,index,date,location,daily_vaccinations,people_vaccinated,daily_vaccinations_per_million
0,0,2021-01-12,Alabama,,70861.0,
1,1,2021-01-13,Alabama,5906.0,74792.0,1205.0
2,2,2021-01-14,Alabama,7083.0,80480.0,1445.0
3,3,2021-01-15,Alabama,7478.0,86956.0,1525.0
4,4,2021-01-16,Alabama,7498.0,,1529.0
5,5,2021-01-17,Alabama,7509.0,,1531.0
6,6,2021-01-18,Alabama,7517.0,,1533.0
7,7,2021-01-19,Alabama,7523.0,114319.0,1534.0
8,8,2021-01-20,Alabama,7880.0,121113.0,1607.0
9,9,2021-01-21,Alabama,10517.0,144429.0,2145.0
10,10,2021-01-22,Alabama,14107.0,174317.0,2877.0
11,11,2021-01-23,Alabama,16202.0,193955.0,3304.0
12,12,2021-01-24,Alabama,18294.0,213833.0,3731.0
13,13,2021-01-25,Alabama,18196.0,220464.0,3711.0
14,14,2021-01-26,Alabama,17738.0,223854.0,3618.0
15,15,2021-01-27,Alabama,18178.0,232633.0,3707.0
16,16,2021-01-28,Alabama,16153.0,241337.0,3294.0
17,17,2021-01-29,Alabama,14514.0,256601.0,2960.0
18,18,2021-01-30,Alabama,17271.0,288368.0,3522.0
19,19,2021-01-31,Alabama,15748.0,298301.0,3212.0
20,20,2021-02-01,Alabama,15381.0,301628.0,3137.0
21,21,2021-02-02,Alabama,16703.0,312711.0,3407.0
22,22,2021-02-03,Alabama,17414.0,324998.0,3552.0
23,23,2021-02-04,Alabama,18491.0,338845.0,3771.0
24,24,2021-02-05,Alabama,18526.0,353522.0,3778.0
25,25,2021-02-06,Alabama,16105.0,370275.0,3285.0
26,26,2021-02-07,Alabama,15480.0,375567.0,3157.0
27,27,2021-02-08,Alabama,15622.0,378514.0,3186.0
28,28,2021-02-09,Alabama,17012.0,395196.0,3470.0
29,29,2021-02-10,Alabama,18209.0,412462.0,3714.0
30,30,2021-02-11,Alabama,19258.0,431259.0,3928.0
31,31,2021-02-12,Alabama,20074.0,448071.0,4094.0
32,32,2021-02-13,Alabama,20855.0,467032.0,4253.0
33,33,2021-02-14,Alabama,21417.0,474065.0,4368.0
34,34,2021-02-15,Alabama,22405.0,,4569.0
35,35,2021-02-16,Alabama,20816.0,486206.0,4245.0
36,36,2021-02-17,Alabama,19174.0,494424.0,3911.0
37,37,2021-02-18,Alabama,18400.0,505660.0,3753.0
38,38,2021-02-19,Alabama,24002.0,545431.0,4895.0
39,39,2021-02-20,Alabama,25111.0,560968.0,5121.0
40,40,2021-02-21,Alabama,25194.0,567505.0,5138.0
41,41,2021-02-22,Alabama,24164.0,583741.0,4928.0
42,42,2021-02-23,Alabama,25489.0,593936.0,5198.0
43,43,2021-02-24,Alabama,27098.0,604602.0,5527.0
44,44,2021-02-25,Alabama,27531.0,615100.0,5615.0
45,45,2021-02-26,Alabama,22104.0,627063.0,4508.0
46,46,2021-02-27,Alabama,22022.0,643208.0,4491.0
47,47,2021-02-28,Alabama,21984.0,649745.0,4484.0
48,48,2021-03-01,Alabama,22111.0,653309.0,4510.0
49,49,2021-03-02,Alabama,22436.0,663187.0,4576.0
50,50,2021-03-03,Alabama,22904.0,674810.0,4671.0
51,51,2021-03-04,Alabama,23916.0,688791.0,4878.0
52,52,2021-03-05,Alabama,24388.0,704173.0,4974.0
53,53,2021-03-06,Alabama,24087.0,721109.0,4913.0
54,54,2021-03-07,Alabama,23947.0,727681.0,4884.0
55,55,2021-03-08,Alabama,24040.0,732967.0,4903.0
56,56,2021-03-09,Alabama,24118.0,747268.0,4919.0
57,57,2021-03-10,Alabama,24827.0,768502.0,5063.0
58,58,2021-03-11,Alabama,25376.0,790864.0,5175.0
59,59,2021-03-12,Alabama,26375.0,816418.0,5379.0
60,60,2021-03-13,Alabama,26935.0,841394.0,5493.0
61,61,2021-03-14,Alabama,26926.0,849337.0,5492.0
62,62,2021-03-15,Alabama,27106.0,854302.0,5528.0
63,63,2021-03-16,Alabama,27331.0,871536.0,5574.0
64,64,2021-03-17,Alabama,27167.0,893767.0,5541.0
65,65,2021-03-18,Alabama,25752.0,912663.0,5252.0
66,66,2021-03-19,Alabama,25356.0,937614.0,5171.0
67,67,2021-03-20,Alabama,24649.0,960539.0,5027.0
68,68,2021-03-21,Alabama,24865.0,968459.0,5071.0
69,69,2021-03-22,Alabama,24693.0,972986.0,5036.0
70,70,2021-03-23,Alabama,25307.0,994253.0,5161.0
71,71,2021-03-24,Alabama,25490.0,1019858.0,5199.0
72,72,2021-03-25,Alabama,27004.0,1048838.0,5507.0
73,73,2021-03-26,Alabama,26387.0,1072623.0,5382.0
74,74,2021-03-27,Alabama,26439.0,1098597.0,5392.0
75,75,2021-03-28,Alabama,26634.0,1108253.0,5432.0
76,76,2021-03-29,Alabama,26759.0,1113924.0,5457.0
77,77,2021-03-30,Alabama,26885.0,1134739.0,5483.0
78,78,2021-03-31,Alabama,26617.0,1155139.0,5429.0
79,79,2021-04-01,Alabama,27555.0,1184284.0,5620.0
80,80,2021-04-02,Alabama,28865.0,1211424.0,5887.0
81,81,2021-04-03,Alabama,28769.0,1234131.0,5867.0
82,82,2021-04-04,Alabama,28533.0,1242706.0,5819.0
83,83,2021-04-05,Alabama,28325.0,1248029.0,5777.0
84,84,2021-04-06,Alabama,28468.0,1267859.0,5806.0
85,85,2021-04-07,Alabama,29498.0,1291487.0,6016.0
86,86,2021-04-08,Alabama,29195.0,1317995.0,5954.0
87,87,2021-04-09,Alabama,29696.0,1344658.0,6056.0
88,88,2021-04-10,Alabama,31155.0,1371201.0,6354.0
89,89,2021-04-11,Alabama,31967.0,1382951.0,6520.0
90,90,2021-04-12,Alabama,32519.0,1389598.0,6632.0
91,91,2021-04-13,Alabama,32914.0,1407463.0,6713.0
92,92,2021-04-14,Alabama,33381.0,1426530.0,6808.0
93,93,2021-04-15,Alabama,33007.0,1442051.0,6732.0
94,94,2021-04-16,Alabama,32034.0,1459377.0,6533.0
95,95,2021-04-17,Alabama,30766.0,1476162.0,6275.0
96,96,2021-04-18,Alabama,29953.0,1481314.0,6109.0
97,97,2021-04-19,Alabama,29296.0,1483779.0,5975.0
98,98,2021-04-20,Alabama,28635.0,1494421.0,5840.0
99,99,2021-04-21,Alabama,27377.0,1507116.0,5584.0
100,100,2021-04-22,Alabama,26702.0,1518928.0,5446.0
101,101,2021-04-23,Alabama,26294.0,1531741.0,5363.0
102,102,2021-04-24,Alabama,25832.0,1543544.0,5268.0
103,103,2021-04-25,Alabama,25590.0,1546659.0,5219.0
104,104,2021-04-26,Alabama,25809.0,1549782.0,5264.0
105,105,2021-04-27,Alabama,24561.0,1558652.0,5009.0
106,106,2021-04-28,Alabama,23898.0,1568315.0,4874.0
107,107,2021-04-29,Alabama,23662.0,1579093.0,4826.0
108,108,2021-04-30,Alabama,23076.0,1589518.0,4706.0
109,109,2021-05-01,Alabama,22271.0,1599130.0,4542.0
110,110,2021-05-02,Alabama,21615.0,1601433.0,4408.0
111,111,2021-05-03,Alabama,21299.0,1603454.0,4344.0
112,112,2021-05-04,Alabama,20711.0,1609919.0,4224.0
113,113,2021-05-05,Alabama,20444.0,1618791.0,4170.0
114,114,2021-05-06,Alabama,16178.0,1619783.0,3299.0
115,115,2021-05-07,Alabama,19313.0,1636710.0,3939.0
116,116,2021-05-08,Alabama,20088.0,1649688.0,4097.0
117,117,2021-05-09,Alabama,20784.0,1654267.0,4239.0
118,118,2021-05-10,Alabama,20899.0,1657672.0,4262.0
119,119,2021-05-11,Alabama,18461.0,1658191.0,3765.0
120,120,2021-05-12,Alabama,17244.0,1664353.0,3517.0
121,121,2021-05-13,Alabama,22667.0,1678119.0,4623.0
122,122,2021-05-14,Alabama,19034.0,1687875.0,3882.0
123,123,2021-05-15,Alabama,17613.0,1697289.0,3592.0
124,124,2021-05-16,Alabama,16843.0,1699751.0,3435.0
125,125,2021-05-17,Alabama,16077.0,1699915.0,3279.0
126,126,2021-05-18,Alabama,18807.0,1709333.0,3836.0
127,127,2021-05-19,Alabama,16353.0,1709761.0,3335.0
128,128,2021-05-20,Alabama,15330.0,1725694.0,3127.0
129,129,2021-05-21,Alabama,12271.0,1727437.0,2503.0
130,130,2021-05-22,Alabama,11621.0,1736645.0,2370.0
131,131,2021-05-23,Alabama,13689.0,1746820.0,2792.0
132,132,2021-05-24,Alabama,13704.0,1747012.0,2795.0
133,133,2021-05-25,Alabama,12970.0,1754294.0,2645.0
134,134,2021-05-26,Alabama,13786.0,1757607.0,2812.0
135,135,2021-05-27,Alabama,9747.0,1758850.0,1988.0
136,136,2021-05-28,Alabama,10188.0,1763553.0,2078.0
137,137,2021-05-29,Alabama,8268.0,1765515.0,1686.0
138,138,2021-05-30,Alabama,5646.0,1766055.0,1151.0
139,139,2021-05-31,Alabama,5683.0,,1159.0
140,140,2021-06-01,Alabama,3704.0,1766784.0,755.0
141,141,2021-06-02,Alabama,3239.0,1768055.0,661.0
142,142,2021-06-03,Alabama,2615.0,1768288.0,533.0
143,143,2021-06-04,Alabama,2280.0,1771964.0,465.0
144,144,2021-06-05,Alabama,1770.0,1772245.0,361.0
145,145,2021-06-06,Alabama,1943.0,1773379.0,396.0
146,146,2021-06-07,Alabama,2079.0,1774139.0,424.0
147,147,2021-06-08,Alabama,2080.0,1774535.0,424.0
148,148,2021-06-09,Alabama,2172.0,1776278.0,443.0
149,149,2021-06-10,Alabama,5508.0,1787017.0,1123.0
150,150,2021-06-11,Alabama,6526.0,1793119.0,1331.0
151,151,2021-06-12,Alabama,10318.0,1805486.0,2104.0
152,152,2021-06-13,Alabama,11370.0,1810074.0,2319.0
153,153,2021-06-14,Alabama,13099.0,1815885.0,2672.0
154,154,2021-06-15,Alabama,13261.0,1816769.0,2705.0
155,155,2021-06-16,Alabama,14474.0,1822146.0,2952.0
156,156,2021-06-17,Alabama,27005.0,1898131.0,5508.0
157,157,2021-06-18,Alabama,25126.0,1898704.0,5124.0
158,158,2021-06-19,Alabama,24302.0,1909005.0,4956.0
159,159,2021-06-20,Alabama,23935.0,1913032.0,4882.0
160,160,2021-06-21,Alabama,22477.0,1915122.0,4584.0
161,161,2021-06-22,Alabama,23099.0,1918334.0,4711.0
162,162,2021-06-23,Alabama,22442.0,1922707.0,4577.0
163,163,2021-06-24,Alabama,7919.0,1928656.0,1615.0
164,164,2021-06-25,Alabama,7804.0,1928903.0,1592.0
165,165,2021-06-26,Alabama,5983.0,1933773.0,1220.0
166,166,2021-06-27,Alabama,6848.0,1941681.0,1397.0
167,167,2021-06-28,Alabama,8024.0,1948135.0,1636.0
168,168,2021-06-29,Alabama,8365.0,1953410.0,1706.0
169,169,2021-06-30,Alabama,7387.0,1954166.0,1507.0
170,170,2021-07-01,Alabama,8098.0,1962745.0,1652.0
171,171,2021-07-02,Alabama,8095.0,1962952.0,1651.0
172,172,2021-07-03,Alabama,9263.0,1969834.0,1889.0
173,173,2021-07-04,Alabama,7416.0,1969971.0,1512.0
174,174,2021-07-05,Alabama,6512.0,,1328.0
175,175,2021-07-06,Alabama,6066.0,1976343.0,1237.0
176,176,2021-07-07,Alabama,6533.0,1978951.0,1332.0
177,177,2021-07-08,Alabama,5299.0,1982250.0,1081.0
178,178,2021-07-09,Alabama,6138.0,1985582.0,1252.0
179,179,2021-07-10,Alabama,4703.0,1988956.0,959.0
180,180,2021-07-11,Alabama,5711.0,1992957.0,1165.0
181,181,2021-07-12,Alabama,4974.0,1993099.0,1014.0
182,182,2021-07-13,Alabama,5999.0,2000752.0,1223.0
183,183,2021-07-14,Alabama,5452.0,2000914.0,1112.0
184,184,2021-07-15,Alabama,6524.0,2009200.0,1331.0
185,185,2021-07-16,Alabama,6642.0,2013559.0,1355.0
186,186,2021-07-17,Alabama,5766.0,2013853.0,1176.0
187,187,2021-07-18,Alabama,5850.0,2018807.0,1193.0
188,188,2021-07-19,Alabama,6658.0,2022782.0,1358.0
189,189,2021-07-20,Alabama,5286.0,2024953.0,1078.0
190,190,2021-07-21,Alabama,7309.0,2034814.0,1491.0
191,191,2021-07-22,Alabama,6640.0,2041288.0,1354.0
192,192,2021-07-23,Alabama,5687.0,2041597.0,1160.0
193,193,2021-07-24,Alabama,7004.0,2048890.0,1428.0
194,194,2021-07-25,Alabama,7656.0,2058672.0,1561.0
195,195,2021-07-26,Alabama,8403.0,2067533.0,1714.0
196,196,2021-07-27,Alabama,8999.0,2073358.0,1835.0
197,197,2021-07-28,Alabama,10285.0,2092767.0,2098.0
198,198,2021-07-29,Alabama,9048.0,2093242.0,1845.0
199,199,2021-07-30,Alabama,13131.0,2116551.0,2678.0
200,200,2021-07-31,Alabama,11839.0,2117044.0,2415.0
201,201,2021-08-01,Alabama,12483.0,2130105.0,2546.0
202,202,2021-08-02,Alabama,10929.0,2130309.0,2229.0
203,203,2021-08-03,Alabama,14341.0,2154479.0,2925.0
204,204,2021-08-04,Alabama,12655.0,2164048.0,2581.0
205,205,2021-08-05,Alabama,13301.0,2168426.0,2713.0
206,206,2021-08-06,Alabama,13458.0,2192650.0,2745.0
207,207,2021-08-07,Alabama,16042.0,2207345.0,3272.0
208,208,2021-08-08,Alabama,13663.0,2207724.0,2787.0
209,209,2021-08-09,Alabama,15512.0,2217468.0,3164.0
210,210,2021-08-10,Alabama,13748.0,2231388.0,2804.0
211,211,2021-08-11,Alabama,12408.0,2233401.0,2531.0
212,212,2021-08-12,Alabama,13944.0,2245275.0,2844.0
213,213,2021-08-13,Alabama,11871.0,2256357.0,2421.0
214,214,2021-08-14,Alabama,9995.0,2260327.0,2038.0
215,215,2021-08-15,Alabama,13252.0,2275050.0,2703.0
216,216,2021-08-16,Alabama,14773.0,2289141.0,3013.0
217,217,2021-08-17,Alabama,13883.0,2295863.0,2831.0
218,218,2021-08-18,Alabama,15110.0,2302598.0,3082.0
219,219,2021-08-19,Alabama,15604.0,2312990.0,3182.0
220,220,2021-08-20,Alabama,17784.0,2330695.0,3627.0
221,221,2021-08-21,Alabama,19583.0,2340782.0,3994.0
222,222,2021-08-22,Alabama,17685.0,2345934.0,3607.0
223,223,2021-08-23,Alabama,18217.0,2358550.0,3715.0
224,224,2021-08-24,Alabama,19312.0,2368289.0,3939.0
225,225,2021-08-25,Alabama,18264.0,2370282.0,3725.0
226,226,2021-08-26,Alabama,18661.0,2380869.0,3806.0
227,227,2021-08-27,Alabama,22298.0,2399704.0,4548.0
228,228,2021-08-28,Alabama,23765.0,2415007.0,4847.0
229,229,2021-08-29,Alabama,25900.0,2426453.0,5282.0
230,230,2021-08-30,Alabama,24211.0,2432879.0,4938.0
231,231,2021-08-31,Alabama,24699.0,2442247.0,5037.0
232,232,2021-09-01,Alabama,24661.0,2444342.0,5030.0
233,233,2021-09-02,Alabama,24273.0,2452547.0,4950.0
234,234,2021-09-03,Alabama,19104.0,2461343.0,3896.0
235,235,2021-09-04,Alabama,19534.0,2474109.0,3984.0
236,236,2021-09-05,Alabama,17362.0,,3541.0
237,237,2021-09-06,Alabama,16486.0,,3362.0
238,238,2021-09-07,Alabama,14495.0,2485579.0,2956.0
239,239,2021-09-08,Alabama,16185.0,2491633.0,3301.0
240,240,2021-09-09,Alabama,13915.0,2493041.0,2838.0
241,241,2021-09-10,Alabama,15621.0,2504656.0,3186.0
242,242,2021-09-11,Alabama,11805.0,2506484.0,2408.0
243,243,2021-09-12,Alabama,13502.0,2514065.0,2754.0
244,244,2021-09-13,Alabama,13309.0,,2714.0
245,245,2021-09-14,Alabama,13117.0,2516176.0,2675.0
246,246,2021-09-15,Alabama,12798.0,2520979.0,2610.0
247,247,2021-09-16,Alabama,14739.0,2526998.0,3006.0
248,248,2021-09-17,Alabama,13666.0,2535635.0,2787.0
249,249,2021-09-18,Alabama,13521.0,2537329.0,2758.0
250,250,2021-09-19,Alabama,13110.0,2543475.0,2674.0
251,251,2021-09-20,Alabama,13467.0,2547021.0,2747.0
252,252,2021-09-21,Alabama,14455.0,2552143.0,2948.0
253,253,2021-09-22,Alabama,13959.0,2555237.0,2847.0
254,254,2021-09-23,Alabama,11848.0,2556115.0,2416.0
255,255,2021-09-24,Alabama,9407.0,2558569.0,1919.0
256,256,2021-09-25,Alabama,12063.0,2565735.0,2460.0
257,257,2021-09-26,Alabama,11464.0,2570413.0,2338.0
258,258,2021-09-27,Alabama,11207.0,2572916.0,2286.0
259,259,2021-09-28,Alabama,11482.0,2577657.0,2342.0
260,260,2021-09-29,Alabama,10615.0,2578863.0,2165.0
261,261,2021-09-30,Alabama,12950.0,2583590.0,2641.0
262,262,2021-10-01,Alabama,12213.0,2584258.0,2491.0
263,263,2021-10-02,Alabama,10431.0,2586950.0,2127.0
264,264,2021-10-03,Alabama,11389.0,2592096.0,2323.0
265,265,2021-10-04,Alabama,12178.0,2595947.0,2484.0
266,266,2021-10-05,Alabama,10470.0,2597448.0,2135.0
267,267,2021-10-06,Alabama,11500.0,2600070.0,2345.0
268,268,2021-10-07,Alabama,10200.0,2602402.0,2080.0
269,269,2021-10-08,Alabama,12874.0,2608058.0,2626.0
270,270,2021-10-09,Alabama,12248.0,2609534.0,2498.0
271,271,2021-10-10,Alabama,10555.0,,2153.0
272,272,2021-10-11,Alabama,9810.0,,2001.0
273,273,2021-10-12,Alabama,10399.0,2616672.0,2121.0
274,274,2021-10-13,Alabama,9344.0,2617643.0,1906.0
275,275,2021-10-14,Alabama,9374.0,2620146.0,1912.0
276,276,2021-10-15,Alabama,7567.0,2622428.0,1543.0
277,277,2021-10-16,Alabama,8299.0,2625208.0,1693.0
278,278,2021-10-17,Alabama,9191.0,2629346.0,1874.0
279,279,2021-10-18,Alabama,8804.0,2631267.0,1796.0
280,280,2021-10-19,Alabama,8127.0,2632750.0,1657.0
281,281,2021-10-20,Alabama,8968.0,2634995.0,1829.0
282,282,2021-10-21,Alabama,9029.0,2637734.0,1841.0
283,283,2021-10-22,Alabama,9226.0,2644229.0,1882.0
284,284,2021-10-23,Alabama,10252.0,2648588.0,2091.0
285,285,2021-10-24,Alabama,8961.0,2650133.0,1828.0
286,286,2021-10-25,Alabama,9136.0,2652037.0,1863.0
287,287,2021-10-26,Alabama,9345.0,2653566.0,1906.0
288,288,2021-10-27,Alabama,11756.0,2659115.0,2398.0
289,289,2021-10-28,Alabama,13482.0,2663952.0,2750.0
290,290,2021-10-29,Alabama,14997.0,2668028.0,3059.0
291,291,2021-10-30,Alabama,15237.0,2672040.0,3108.0
292,292,2021-10-31,Alabama,15520.0,2673656.0,3165.0
293,293,2021-11-01,Alabama,15857.0,2676227.0,3234.0
294,294,2021-11-02,Alabama,15764.0,2677664.0,3215.0
295,295,2021-11-03,Alabama,15306.0,2682405.0,3122.0
296,296,2021-11-04,Alabama,14124.0,2685449.0,2881.0
297,297,2021-11-05,Alabama,13148.0,2688481.0,2682.0
298,298,2021-11-06,Alabama,11039.0,2689496.0,2251.0
299,299,2021-11-07,Alabama,12293.0,2693121.0,2507.0
300,300,2021-11-08,Alabama,12389.0,2695826.0,2527.0
301,301,2021-11-09,Alabama,12146.0,2696907.0,2477.0
302,302,2021-11-10,Alabama,11767.0,2701228.0,2400.0
303,303,2021-11-11,Alabama,10202.0,,2081.0
304,304,2021-11-12,Alabama,8684.0,2702878.0,1771.0
305,305,2021-11-13,Alabama,9606.0,2706002.0,1959.0
306,306,2021-11-14,Alabama,12277.0,2714714.0,2504.0
307,307,2021-11-15,Alabama,12179.0,2718301.0,2484.0
308,308,2021-11-16,Alabama,12435.0,2720602.0,2536.0
309,309,2021-11-17,Alabama,11822.0,2724085.0,2411.0
310,310,2021-11-18,Alabama,15450.0,2731073.0,3151.0
311,311,2021-11-19,Alabama,16085.0,2733032.0,3281.0
312,312,2021-11-20,Alabama,18294.0,2740397.0,3731.0
313,313,2021-11-21,Alabama,14173.0,2742393.0,2891.0
314,314,2021-11-22,Alabama,14043.0,2745330.0,2864.0
315,315,2021-11-23,Alabama,15493.0,2749881.0,3160.0
316,316,2021-11-24,Alabama,16222.0,2755913.0,3308.0
317,317,2021-11-25,Alabama,13285.0,,2709.0
318,318,2021-11-26,Alabama,13342.0,,2721.0
319,319,2021-11-27,Alabama,10664.0,,2175.0
320,320,2021-11-28,Alabama,10771.0,,2197.0
321,321,2021-11-29,Alabama,10573.0,2767489.0,2156.0
322,322,2021-11-30,Alabama,10309.0,2772024.0,2103.0
323,323,2021-12-01,Alabama,9745.0,2776759.0,1987.0
324,324,2021-12-02,Alabama,10077.0,2780216.0,2055.0
325,325,2021-12-03,Alabama,13661.0,2788826.0,2786.0
326,326,2021-12-04,Alabama,13911.0,2791469.0,2837.0
327,327,2021-12-05,Alabama,16280.0,2797899.0,3320.0
328,328,2021-12-06,Alabama,17078.0,2801384.0,3483.0
329,329,2021-12-07,Alabama,16575.0,2804132.0,3380.0
330,330,2021-12-08,Alabama,16242.0,2807664.0,3313.0
331,331,2021-12-09,Alabama,15809.0,2809478.0,3224.0
332,332,2021-12-10,Alabama,14696.0,2815260.0,2997.0
333,333,2021-12-11,Alabama,15825.0,2819200.0,3227.0
334,334,2021-12-12,Alabama,13187.0,2820475.0,2689.0
335,335,2021-12-13,Alabama,12592.0,2822664.0,2568.0
336,336,2021-12-14,Alabama,12955.0,2825574.0,2642.0
337,337,2021-12-15,Alabama,12461.0,2828316.0,2541.0
338,338,2021-12-16,Alabama,12246.0,2829865.0,2498.0
339,339,2021-12-17,Alabama,11333.0,2834061.0,2311.0
340,340,2021-12-18,Alabama,10925.0,2837454.0,2228.0
341,341,2021-12-19,Alabama,10850.0,2838792.0,2213.0
342,342,2021-12-20,Alabama,10521.0,2840554.0,2146.0
343,343,2021-12-21,Alabama,9946.0,2842738.0,2028.0
344,344,2021-12-22,Alabama,10162.0,2845635.0,2073.0
345,345,2021-12-23,Alabama,11966.0,2849954.0,2440.0
346,346,2021-12-24,Alabama,10848.0,,2212.0
347,347,2021-12-25,Alabama,10315.0,,2104.0
348,348,2021-12-26,Alabama,11100.0,,2264.0
349,349,2021-12-27,Alabama,11665.0,2860243.0,2379.0
350,350,2021-12-28,Alabama,12304.0,2863485.0,2509.0
351,351,2021-12-29,Alabama,10989.0,2864442.0,2241.0
352,352,2021-12-30,Alabama,10702.0,2868764.0,2183.0
353,353,2021-12-31,Alabama,10722.0,,2187.0
354,354,2022-01-01,Alabama,10742.0,,2191.0
355,355,2022-01-02,Alabama,10762.0,,2195.0
356,356,2022-01-03,Alabama,10782.0,,2199.0
357,357,2022-01-04,Alabama,10478.0,2884819.0,2137.0
358,358,2022-01-05,Alabama,10508.0,2886070.0,2143.0
359,359,2022-01-06,Alabama,10216.0,2890246.0,2084.0
360,360,2022-01-07,Alabama,10761.0,2894430.0,2195.0
361,361,2022-01-08,Alabama,11075.0,2898115.0,2259.0
362,362,2022-01-09,Alabama,10685.0,2900267.0,2179.0
363,363,2022-01-10,Alabama,10694.0,2903320.0,2181.0
364,364,2022-01-11,Alabama,9863.0,2904923.0,2012.0
365,365,2022-01-12,Alabama,11391.0,2908943.0,2323.0
366,366,2022-01-13,Alabama,10884.0,2912053.0,2220.0
367,367,2022-01-14,Alabama,12112.0,2919436.0,2470.0
368,368,2022-01-15,Alabama,11767.0,2922396.0,2400.0
369,369,2022-01-16,Alabama,11336.0,,2312.0
370,370,2022-01-17,Alabama,10506.0,,2143.0
371,371,2022-01-18,Alabama,10516.0,2927217.0,2145.0
372,372,2022-01-19,Alabama,9616.0,2962441.0,1961.0
373,373,2022-01-20,Alabama,8518.0,2963667.0,1737.0
374,374,2022-01-21,Alabama,8041.0,2969685.0,1640.0
375,375,2022-01-22,Alabama,6550.0,2969945.0,1336.0
376,376,2022-01-23,Alabama,13957.0,2985706.0,2847.0
377,377,2022-01-24,Alabama,13515.0,2986497.0,2756.0
378,378,2022-01-25,Alabama,14113.0,2989103.0,2878.0
379,379,2022-01-26,Alabama,14940.0,2992597.0,3047.0
380,380,2022-01-27,Alabama,14830.0,2993196.0,3025.0
381,381,2022-01-28,Alabama,13706.0,2996356.0,2795.0
382,382,2022-01-29,Alabama,13907.0,2996882.0,2836.0
383,383,2022-01-30,Alabama,6833.0,2998983.0,1394.0
384,384,2022-01-31,Alabama,7091.0,3000205.0,1446.0
385,385,2022-02-01,Alabama,6413.0,3001733.0,1308.0
386,386,2022-02-02,Alabama,5139.0,3003096.0,1048.0
387,387,2022-02-03,Alabama,5712.0,3004743.0,1165.0
388,388,2022-02-04,Alabama,4903.0,3006718.0,1000.0
389,389,2022-02-05,Alabama,5439.0,3008488.0,1109.0
390,390,2022-02-06,Alabama,4933.0,3009912.0,1006.0
391,391,2022-02-07,Alabama,4811.0,3010724.0,981.0
392,392,2022-02-08,Alabama,5200.0,3012729.0,1061.0
393,393,2022-02-09,Alabama,5211.0,3014105.0,1063.0
394,394,2022-02-10,Alabama,4544.0,3014623.0,927.0
395,395,2022-02-11,Alabama,4770.0,3016727.0,973.0
396,396,2022-02-12,Alabama,4724.0,3018303.0,963.0
397,397,2022-02-13,Alabama,4357.0,3018754.0,889.0
398,398,2022-02-14,Alabama,4363.0,3019677.0,890.0
399,399,2022-02-15,Alabama,4360.0,3021405.0,889.0
400,400,2022-02-16,Alabama,3812.0,3021893.0,777.0
401,401,2022-02-17,Alabama,8113.0,3024814.0,1655.0
402,402,2022-02-18,Alabama,7446.0,3025797.0,1519.0
403,403,2022-02-19,Alabama,6894.0,3026281.0,1406.0
404,404,2022-02-20,Alabama,7397.0,,1509.0
405,405,2022-02-21,Alabama,7662.0,,1563.0
406,406,2022-02-22,Alabama,7318.0,3030186.0,1492.0
407,407,2022-02-23,Alabama,7251.0,3030412.0,1479.0
408,408,2022-02-24,Alabama,3306.0,3031464.0,674.0
409,409,2022-02-25,Alabama,3366.0,3032452.0,686.0
410,410,2022-02-26,Alabama,3689.0,3033599.0,752.0
411,411,2022-02-27,Alabama,3350.0,,683.0
412,412,2022-02-28,Alabama,3011.0,3034896.0,614.0
413,413,2022-03-01,Alabama,2519.0,3035346.0,514.0
414,414,2022-03-02,Alabama,3145.0,3036676.0,641.0
415,415,2022-03-03,Alabama,2993.0,3037417.0,610.0
416,416,2022-03-04,Alabama,3008.0,3038492.0,613.0
417,417,2022-03-05,Alabama,2945.0,3039266.0,601.0
418,418,2022-03-06,Alabama,2606.0,3039324.0,531.0
419,419,2022-03-07,Alabama,2534.0,3039893.0,517.0
420,420,2022-03-08,Alabama,2463.0,3040195.0,502.0
421,421,2022-03-09,Alabama,2083.0,3040966.0,425.0
422,422,2022-03-10,Alabama,2320.0,3042339.0,473.0
423,423,2022-03-11,Alabama,2165.0,3043079.0,442.0
424,424,2022-03-12,Alabama,2130.0,3043892.0,434.0
425,425,2022-03-13,Alabama,2252.0,3044160.0,459.0
426,426,2022-03-14,Alabama,2184.0,3044609.0,445.0
427,427,2022-03-15,Alabama,2324.0,3045185.0,474.0
428,428,2022-03-16,Alabama,2386.0,3045967.0,487.0
429,429,2022-03-17,Alabama,2087.0,3046606.0,426.0
430,430,2022-03-18,Alabama,2050.0,3047316.0,418.0
431,431,2022-03-19,Alabama,1955.0,3047990.0,399.0
432,432,2022-03-20,Alabama,2068.0,3048527.0,422.0
433,433,2022-03-21,Alabama,1973.0,3048762.0,402.0
434,434,2022-03-22,Alabama,1722.0,3048830.0,351.0
435,435,2022-03-23,Alabama,1583.0,3049380.0,323.0
436,436,2022-03-24,Alabama,1556.0,3050032.0,317.0
437,437,2022-03-25,Alabama,1522.0,3050642.0,310.0
438,438,2022-03-26,Alabama,1526.0,3051266.0,311.0
439,439,2022-03-27,Alabama,1291.0,3051334.0,263.0
440,440,2022-03-28,Alabama,1177.0,3051372.0,240.0
441,441,2022-03-29,Alabama,1658.0,3052367.0,338.0
442,442,2022-03-30,Alabama,1650.0,3052890.0,337.0
443,443,2022-03-31,Alabama,1974.0,3053982.0,403.0
