,country,date,daily_vaccinations_per_million
82573,United States of America,2021-07-14,1461.0
82574,United States of America,2021-07-15,1449.0
82575,United States of America,2021-07-16,1446.0
82576,United States of America,2021-07-17,1446.0
82577,United States of America,2021-07-18,1453.0
82578,United States of America,2021-07-19,1474.0
82579,United States of America,2021-07-20,1507.0
82580,United States of America,2021-07-21,1550.0
82581,United States of America,2021-07-22,1597.0
82582,United States of America,2021-07-23,1649.0
82583,United States of America,2021-07-24,1677.0
82584,United States of America,2021-07-25,1687.0
82585,United States of America,2021-07-26,1720.0
82586,United States of America,2021-07-27,1761.0
82587,United States of America,2021-07-28,1800.0
82588,United States of America,2021-07-29,1830.0
82589,United States of America,2021-07-30,1867.0
82590,United States of America,2021-07-31,1890.0
82591,United States of America,2021-08-01,1919.0
82592,United States of America,2021-08-02,1952.0
82593,United States of America,2021-08-03,1978.0
82594,United States of America,2021-08-04,2003.0
82595,United States of America,2021-08-05,2034.0
82596,United States of America,2021-08-06,2066.0
82597,United States of America,2021-08-07,2084.0
82598,United States of America,2021-08-08,2094.0
82599,United States of America,2021-08-09,2121.0
82600,United States of America,2021-08-10,2137.0
82601,United States of America,2021-08-11,2133.0
82602,United States of America,2021-08-12,2138.0
82603,United States of America,2021-08-13,2155.0
82604,United States of America,2021-08-14,2184.0
82605,United States of America,2021-08-15,2205.0
82606,United States of America,2021-08-16,2243.0
82607,United States of America,2021-08-17,2296.0
82608,United States of America,2021-08-18,2375.0
82609,United States of America,2021-08-19,2436.0
82610,United States of America,2021-08-20,2504.0
82611,United States of America,2021-08-21,2522.0
82612,United States of America,2021-08-22,2518.0
82613,United States of America,2021-08-23,2540.0
82614,United States of America,2021-08-24,2551.0
82615,United States of America,2021-08-25,2557.0
82616,United States of America,2021-08-26,2577.0
82617,United States of America,2021-08-27,2604.0
82618,United States of America,2021-08-28,2624.0
82619,United States of America,2021-08-29,2641.0
82620,United States of America,2021-08-30,2643.0
82621,United States of America,2021-08-31,2633.0
82622,United States of America,2021-09-01,2620.0
82623,United States of America,2021-09-02,2579.0
82624,United States of America,2021-09-03,2523.0
82625,United States of America,2021-09-04,2458.0
82626,United States of America,2021-09-05,2431.0
82627,United States of America,2021-09-06,2109.0
82628,United States of America,2021-09-07,2101.0
82629,United States of America,2021-09-08,2061.0
82630,United States of America,2021-09-09,2040.0
82631,United States of America,2021-09-10,2036.0
82632,United States of America,2021-09-11,2051.0
82633,United States of America,2021-09-12,2044.0
82634,United States of America,2021-09-13,2304.0
82635,United States of America,2021-09-14,2235.0
82636,United States of America,2021-09-15,2199.0
82637,United States of America,2021-09-16,2162.0
82638,United States of America,2021-09-17,2105.0
82639,United States of America,2021-09-18,2073.0
82640,United States of America,2021-09-19,2053.0
82641,United States of America,2021-09-20,2013.0
82642,United States of America,2021-09-21,1980.0
82643,United States of America,2021-09-22,1938.0
82644,United States of America,2021-09-23,1901.0
82645,United States of America,2021-09-24,1935.0
82646,United States of America,2021-09-25,1999.0
82647,United States of America,2021-09-26,2043.0
82648,United States of America,2021-09-27,2187.0
82649,United States of America,2021-09-28,2381.0
82650,United States of America,2021-09-29,2582.0
82651,United States of America,2021-09-30,2789.0
82652,United States of America,2021-10-01,2927.0
82653,United States of America,2021-10-02,2909.0
82654,United States of America,2021-10-03,2890.0
82655,United States of America,2021-10-04,2870.0
82656,United States of America,2021-10-05,2820.0
82657,United States of America,2021-10-06,2773.0
82658,United States of America,2021-10-07,2711.0
82659,United States of America,2021-10-08,2639.0
82660,United States of America,2021-10-09,2599.0
82661,United States of America,2021-10-10,2577.0
82662,United States of America,2021-10-11,2522.0
82663,United States of America,2021-10-12,2484.0
82664,United States of America,2021-10-13,2431.0
82665,United States of America,2021-10-14,2386.0
82666,United States of America,2021-10-15,2347.0
82667,United States of America,2021-10-16,2328.0
82668,United States of America,2021-10-17,2309.0
82669,United States of America,2021-10-18,2299.0
82670,United States of America,2021-10-19,2254.0
82671,United States of America,2021-10-20,2225.0
82672,United States of America,2021-10-21,2202.0
82673,United States of America,2021-10-22,2341.0
82674,United States of America,2021-10-23,2485.0
82675,United States of America,2021-10-24,2572.0
82676,United States of America,2021-10-25,2868.0
82677,United States of America,2021-10-26,3182.0
82678,United States of America,2021-10-27,3518.0
82679,United States of America,2021-10-28,3838.0
82680,United States of America,2021-10-29,4013.0
82681,United States of America,2021-10-30,4009.0
82682,United States of America,2021-10-31,3993.0
82683,United States of America,2021-11-01,3965.0
82684,United States of America,2021-11-02,3940.0
82685,United States of America,2021-11-03,3915.0
82686,United States of America,2021-11-04,3927.0
82687,United States of America,2021-11-05,3982.0
82688,United States of America,2021-11-06,4073.0
82689,United States of America,2021-11-07,4124.0
82690,United States of America,2021-11-08,4125.0
82691,United States of America,2021-11-09,4184.0
82692,United States of America,2021-11-10,4271.0
82693,United States of America,2021-11-11,4257.0
82694,United States of America,2021-11-12,4292.0
82695,United States of America,2021-11-13,4352.0
82696,United States of America,2021-11-14,4363.0
82697,United States of America,2021-11-15,4400.0
82698,United States of America,2021-11-16,4420.0
82699,United States of America,2021-11-17,4416.0
82700,United States of America,2021-11-18,4495.0
82701,United States of America,2021-11-19,4530.0
82702,United States of America,2021-11-20,4554.0
82703,United States of America,2021-11-21,4582.0
82704,United States of America,2021-11-22,4693.0
82705,United States of America,2021-11-23,4739.0
82706,United States of America,2021-11-24,4578.0
82707,United States of America,2021-11-25,3827.0
82708,United States of America,2021-11-26,3457.0
82709,United States of America,2021-11-27,3312.0
82710,United States of America,2021-11-28,3289.0
82711,United States of America,2021-11-29,3226.0
82712,United States of America,2021-11-30,3282.0
82713,United States of America,2021-12-01,3608.0
82714,United States of America,2021-12-02,4518.0
82715,United States of America,2021-12-03,5042.0
82716,United States of America,2021-12-04,5292.0
82717,United States of America,2021-12-05,5351.0
82718,United States of America,2021-12-06,5423.0
82719,United States of America,2021-12-07,5416.0
82720,United States of America,2021-12-08,5319.0
82721,United States of America,2021-12-09,5216.0
82722,United States of America,2021-12-10,5073.0
82723,United States of America,2021-12-11,4978.0
82724,United States of America,2021-12-12,4935.0
82725,United States of America,2021-12-13,4844.0
82726,United States of America,2021-12-14,4760.0
82727,United States of America,2021-12-15,4671.0
82728,United States of America,2021-12-16,4572.0
82729,United States of America,2021-12-17,4498.0
82730,United States of America,2021-12-18,4440.0
82731,United States of America,2021-12-19,4444.0
82732,United States of America,2021-12-20,4539.0
82733,United States of America,2021-12-21,4647.0
82734,United States of America,2021-12-22,4709.0
82735,United States of America,2021-12-23,4611.0
82736,United States of America,2021-12-24,3951.0
82737,United States of America,2021-12-25,3475.0
82738,United States of America,2021-12-26,3406.0
82739,United States of America,2021-12-27,3272.0
82740,United States of America,2021-12-28,3151.0
82741,United States of America,2021-12-29,3070.0
82742,United States of America,2021-12-30,3098.0
82743,United States of America,2021-12-31,3194.0
82744,United States of America,2022-01-01,3235.0
82745,United States of America,2022-01-02,3242.0
82746,United States of America,2022-01-03,3118.0
82747,United States of America,2022-01-04,2999.0
82748,United States of America,2022-01-05,2899.0
82749,United States of America,2022-01-06,2867.0
82750,United States of America,2022-01-07,3301.0
82751,United States of America,2022-01-08,3701.0
82752,United States of America,2022-01-09,3699.0
82753,United States of America,2022-01-10,3705.0
82754,United States of America,2022-01-11,3658.0
82755,United States of America,2022-01-12,3599.0
82756,United States of America,2022-01-13,3526.0
82757,United States of America,2022-01-14,3454.0
82758,United States of America,2022-01-15,3344.0
82759,United States of America,2022-01-16,3300.0
82760,United States of America,2022-01-17,3118.0
82761,United States of America,2022-01-18,2987.0
82762,United States of America,2022-01-19,2846.0
82763,United States of America,2022-01-20,2695.0
82764,United States of America,2022-01-21,2527.0
82765,United States of America,2022-01-22,2454.0
82766,United States of America,2022-01-23,2429.0
82767,United States of America,2022-01-24,2413.0
82768,United States of America,2022-01-25,2330.0
82769,United States of America,2022-01-26,2250.0
82770,United States of America,2022-01-27,2189.0
82771,United States of America,2022-01-28,2137.0
82772,United States of America,2022-01-29,2075.0
82773,United States of America,2022-01-30,2047.0
82774,United States of America,2022-01-31,1977.0
82775,United States of America,2022-02-01,1895.0
82776,United States of America,2022-02-02,1801.0
82777,United States of America,2022-02-03,1687.0
82778,United States of America,2022-02-04,1561.0
82779,United States of America,2022-02-05,1547.0
82780,United States of America,2022-02-06,1524.0
82781,United States of America,2022-02-07,1462.0
82782,United States of America,2022-02-08,1417.0
82783,United States of America,2022-02-09,1392.0
82784,United States of America,2022-02-10,1388.0
82785,United States of America,2022-02-11,1374.0
82786,United States of America,2022-02-12,1336.0
82787,United States of America,2022-02-13,1311.0
82788,United States of America,2022-02-14,1252.0
82789,United States of America,2022-02-15,1209.0
82790,United States of America,2022-02-16,1167.0
82791,United States of America,2022-02-17,1124.0
82792,United States of America,2022-02-18,1083.0
82793,United States of America,2022-02-19,1054.0
82794,United States of America,2022-02-20,1054.0
82795,United States of America,2022-02-21,1044.0
82796,United States of America,2022-02-22,1021.0
82797,United States of America,2022-02-23,991.0
82798,United States of America,2022-02-24,957.0
82799,United States of America,2022-02-25,900.0
82800,United States of America,2022-02-26,884.0
82801,United States of America,2022-02-27,871.0
82802,United States of America,2022-02-28,869.0
82803,United States of America,2022-03-01,837.0
82804,United States of America,2022-03-02,801.0
82805,United States of America,2022-03-03,769.0
82806,United States of America,2022-03-04,736.0
82807,United States of America,2022-03-05,710.0
82808,United States of America,2022-03-06,695.0
82809,United States of America,2022-03-07,652.0
82810,United States of America,2022-03-08,628.0
82811,United States of America,2022-03-09,609.0
82812,United States of America,2022-03-10,592.0
82813,United States of America,2022-03-11,568.0
82814,United States of America,2022-03-12,551.0
82815,United States of America,2022-03-13,545.0
82816,United States of America,2022-03-14,538.0
82817,United States of America,2022-03-15,532.0
82818,United States of America,2022-03-16,528.0
82819,United States of America,2022-03-17,520.0
82820,United States of America,2022-03-18,515.0
82821,United States of America,2022-03-19,515.0
82822,United States of America,2022-03-20,515.0
82823,United States of America,2022-03-21,508.0
82824,United States of America,2022-03-22,496.0
82825,United States of America,2022-03-23,484.0
82826,United States of America,2022-03-24,473.0
82827,United States of America,2022-03-25,450.0
82828,United States of America,2022-03-26,432.0
82829,United States of America,2022-03-27,414.0
82830,United States of America,2022-03-28,347.0
