,country,date,daily_vaccinations_per_million
13403,Canada,2020-12-14,0.0
13404,Canada,2020-12-15,19.0
13405,Canada,2020-12-16,40.0
13406,Canada,2020-12-17,64.0
13407,Canada,2020-12-18,74.0
13408,Canada,2020-12-19,65.0
13409,Canada,2020-12-20,58.0
13410,Canada,2020-12-21,79.0
13411,Canada,2020-12-22,98.0
13412,Canada,2020-12-23,122.0
13413,Canada,2020-12-24,144.0
13414,Canada,2020-12-25,141.0
13415,Canada,2020-12-26,137.0
13416,Canada,2020-12-27,147.0
13417,Canada,2020-12-28,142.0
13418,Canada,2020-12-29,170.0
13419,Canada,2020-12-30,187.0
13420,Canada,2020-12-31,198.0
13421,Canada,2021-01-01,212.0
13422,Canada,2021-01-02,230.0
13423,Canada,2021-01-03,236.0
13424,Canada,2021-01-04,300.0
13425,Canada,2021-01-05,318.0
13426,Canada,2021-01-06,373.0
13427,Canada,2021-01-07,463.0
13428,Canada,2021-01-08,594.0
13429,Canada,2021-01-09,713.0
13430,Canada,2021-01-10,781.0
13431,Canada,2021-01-11,837.0
13432,Canada,2021-01-12,887.0
13433,Canada,2021-01-13,895.0
13434,Canada,2021-01-14,916.0
13435,Canada,2021-01-15,945.0
13436,Canada,2021-01-16,951.0
13437,Canada,2021-01-17,970.0
13438,Canada,2021-01-18,981.0
13439,Canada,2021-01-19,1012.0
13440,Canada,2021-01-20,1061.0
13441,Canada,2021-01-21,1062.0
13442,Canada,2021-01-22,1019.0
13443,Canada,2021-01-23,980.0
13444,Canada,2021-01-24,928.0
13445,Canada,2021-01-25,861.0
13446,Canada,2021-01-26,825.0
13447,Canada,2021-01-27,749.0
13448,Canada,2021-01-28,681.0
13449,Canada,2021-01-29,620.0
13450,Canada,2021-01-30,574.0
13451,Canada,2021-01-31,538.0
13452,Canada,2021-02-01,519.0
13453,Canada,2021-02-02,451.0
13454,Canada,2021-02-03,415.0
13455,Canada,2021-02-04,395.0
13456,Canada,2021-02-05,402.0
13457,Canada,2021-02-06,426.0
13458,Canada,2021-02-07,459.0
13459,Canada,2021-02-08,470.0
13460,Canada,2021-02-09,527.0
13461,Canada,2021-02-10,588.0
13462,Canada,2021-02-11,641.0
13463,Canada,2021-02-12,694.0
13464,Canada,2021-02-13,740.0
13465,Canada,2021-02-14,749.0
13466,Canada,2021-02-15,709.0
13467,Canada,2021-02-16,706.0
13468,Canada,2021-02-17,674.0
13469,Canada,2021-02-18,651.0
13470,Canada,2021-02-19,699.0
13471,Canada,2021-02-20,766.0
13472,Canada,2021-02-21,860.0
13473,Canada,2021-02-22,1054.0
13474,Canada,2021-02-23,1143.0
13475,Canada,2021-02-24,1237.0
13476,Canada,2021-02-25,1355.0
13477,Canada,2021-02-26,1422.0
13478,Canada,2021-02-27,1461.0
13479,Canada,2021-02-28,1479.0
13480,Canada,2021-03-01,1470.0
13481,Canada,2021-03-02,1567.0
13482,Canada,2021-03-03,1674.0
13483,Canada,2021-03-04,1752.0
13484,Canada,2021-03-05,1821.0
13485,Canada,2021-03-06,1864.0
13486,Canada,2021-03-07,1906.0
13487,Canada,2021-03-08,2007.0
13488,Canada,2021-03-09,1989.0
13489,Canada,2021-03-10,2005.0
13490,Canada,2021-03-11,2077.0
13491,Canada,2021-03-12,2174.0
13492,Canada,2021-03-13,2296.0
13493,Canada,2021-03-14,2431.0
13494,Canada,2021-03-15,2574.0
13495,Canada,2021-03-16,2765.0
13496,Canada,2021-03-17,2998.0
13497,Canada,2021-03-18,3218.0
13498,Canada,2021-03-19,3417.0
13499,Canada,2021-03-20,3521.0
13500,Canada,2021-03-21,3512.0
13501,Canada,2021-03-22,3593.0
13502,Canada,2021-03-23,3611.0
13503,Canada,2021-03-24,3729.0
13504,Canada,2021-03-25,3857.0
13505,Canada,2021-03-26,4058.0
13506,Canada,2021-03-27,4195.0
13507,Canada,2021-03-28,4412.0
13508,Canada,2021-03-29,4571.0
13509,Canada,2021-03-30,4752.0
13510,Canada,2021-03-31,4947.0
13511,Canada,2021-04-01,5015.0
13512,Canada,2021-04-02,4837.0
13513,Canada,2021-04-03,4929.0
13514,Canada,2021-04-04,4828.0
13515,Canada,2021-04-05,4803.0
13516,Canada,2021-04-06,4907.0
13517,Canada,2021-04-07,4948.0
13518,Canada,2021-04-08,5136.0
13519,Canada,2021-04-09,5635.0
13520,Canada,2021-04-10,5817.0
13521,Canada,2021-04-11,6050.0
13522,Canada,2021-04-12,6632.0
13523,Canada,2021-04-13,6895.0
13524,Canada,2021-04-14,7134.0
13525,Canada,2021-04-15,7321.0
13526,Canada,2021-04-16,7389.0
13527,Canada,2021-04-17,7432.0
13528,Canada,2021-04-18,7499.0
13529,Canada,2021-04-19,7220.0
13530,Canada,2021-04-20,7094.0
13531,Canada,2021-04-21,7168.0
13532,Canada,2021-04-22,7380.0
13533,Canada,2021-04-23,7537.0
13534,Canada,2021-04-24,7665.0
13535,Canada,2021-04-25,7785.0
13536,Canada,2021-04-26,7787.0
13537,Canada,2021-04-27,7873.0
13538,Canada,2021-04-28,7673.0
13539,Canada,2021-04-29,7450.0
13540,Canada,2021-04-30,7142.0
13541,Canada,2021-05-01,6936.0
13542,Canada,2021-05-02,6714.0
13543,Canada,2021-05-03,6577.0
13544,Canada,2021-05-04,6475.0
13545,Canada,2021-05-05,6554.0
13546,Canada,2021-05-06,6754.0
13547,Canada,2021-05-07,7195.0
13548,Canada,2021-05-08,7552.0
13549,Canada,2021-05-09,7926.0
13550,Canada,2021-05-10,8337.0
13551,Canada,2021-05-11,8596.0
13552,Canada,2021-05-12,8835.0
13553,Canada,2021-05-13,8976.0
13554,Canada,2021-05-14,9107.0
13555,Canada,2021-05-15,9246.0
13556,Canada,2021-05-16,9420.0
13557,Canada,2021-05-17,9629.0
13558,Canada,2021-05-18,9565.0
13559,Canada,2021-05-19,9600.0
13560,Canada,2021-05-20,9614.0
13561,Canada,2021-05-21,9803.0
13562,Canada,2021-05-22,9897.0
13563,Canada,2021-05-23,9865.0
13564,Canada,2021-05-24,9735.0
13565,Canada,2021-05-25,9617.0
13566,Canada,2021-05-26,9481.0
13567,Canada,2021-05-27,9454.0
13568,Canada,2021-05-28,9357.0
13569,Canada,2021-05-29,9192.0
13570,Canada,2021-05-30,9223.0
13571,Canada,2021-05-31,9346.0
13572,Canada,2021-06-01,9570.0
13573,Canada,2021-06-02,9658.0
13574,Canada,2021-06-03,9737.0
13575,Canada,2021-06-04,9743.0
13576,Canada,2021-06-05,9861.0
13577,Canada,2021-06-06,9880.0
13578,Canada,2021-06-07,9948.0
13579,Canada,2021-06-08,10090.0
13580,Canada,2021-06-09,10307.0
13581,Canada,2021-06-10,10543.0
13582,Canada,2021-06-11,10700.0
13583,Canada,2021-06-12,10851.0
13584,Canada,2021-06-13,11056.0
13585,Canada,2021-06-14,11202.0
13586,Canada,2021-06-15,11561.0
13587,Canada,2021-06-16,11787.0
13588,Canada,2021-06-17,11898.0
13589,Canada,2021-06-18,12022.0
13590,Canada,2021-06-19,12030.0
13591,Canada,2021-06-20,11925.0
13592,Canada,2021-06-21,11770.0
13593,Canada,2021-06-22,11859.0
13594,Canada,2021-06-23,12053.0
13595,Canada,2021-06-24,12372.0
13596,Canada,2021-06-25,12320.0
13597,Canada,2021-06-26,12403.0
13598,Canada,2021-06-27,12437.0
13599,Canada,2021-06-28,13557.0
13600,Canada,2021-06-29,13990.0
13601,Canada,2021-06-30,14327.0
13602,Canada,2021-07-01,13839.0
13603,Canada,2021-07-02,14010.0
13604,Canada,2021-07-03,13698.0
13605,Canada,2021-07-04,13554.0
13606,Canada,2021-07-05,13166.0
13607,Canada,2021-07-06,12771.0
13608,Canada,2021-07-07,12383.0
13609,Canada,2021-07-08,12980.0
13610,Canada,2021-07-09,12901.0
13611,Canada,2021-07-10,12918.0
13612,Canada,2021-07-11,12785.0
13613,Canada,2021-07-12,12422.0
13614,Canada,2021-07-13,12171.0
13615,Canada,2021-07-14,11882.0
13616,Canada,2021-07-15,11195.0
13617,Canada,2021-07-16,10766.0
13618,Canada,2021-07-17,10526.0
13619,Canada,2021-07-18,10299.0
13620,Canada,2021-07-19,10004.0
13621,Canada,2021-07-20,9703.0
13622,Canada,2021-07-21,9549.0
13623,Canada,2021-07-22,9335.0
13624,Canada,2021-07-23,9046.0
13625,Canada,2021-07-24,8848.0
13626,Canada,2021-07-25,8741.0
13627,Canada,2021-07-26,8609.0
13628,Canada,2021-07-27,8399.0
13629,Canada,2021-07-28,7985.0
13630,Canada,2021-07-29,7568.0
13631,Canada,2021-07-30,7202.0
13632,Canada,2021-07-31,6948.0
13633,Canada,2021-08-01,6754.0
13634,Canada,2021-08-02,5639.0
13635,Canada,2021-08-03,5637.0
13636,Canada,2021-08-04,5230.0
13637,Canada,2021-08-05,4927.0
13638,Canada,2021-08-06,4618.0
13639,Canada,2021-08-07,4416.0
13640,Canada,2021-08-08,4247.0
13641,Canada,2021-08-09,4590.0
13642,Canada,2021-08-10,4057.0
13643,Canada,2021-08-11,3944.0
13644,Canada,2021-08-12,3805.0
13645,Canada,2021-08-13,3700.0
13646,Canada,2021-08-14,3657.0
13647,Canada,2021-08-15,3649.0
13648,Canada,2021-08-16,3569.0
13649,Canada,2021-08-17,3572.0
13650,Canada,2021-08-18,3526.0
13651,Canada,2021-08-19,3468.0
13652,Canada,2021-08-20,3396.0
13653,Canada,2021-08-21,3339.0
13654,Canada,2021-08-22,3264.0
13655,Canada,2021-08-23,3101.0
13656,Canada,2021-08-24,3022.0
13657,Canada,2021-08-25,2948.0
13658,Canada,2021-08-26,2894.0
13659,Canada,2021-08-27,2846.0
13660,Canada,2021-08-28,2769.0
13661,Canada,2021-08-29,2731.0
13662,Canada,2021-08-30,2741.0
13663,Canada,2021-08-31,2612.0
13664,Canada,2021-09-01,2585.0
13665,Canada,2021-09-02,2478.0
13666,Canada,2021-09-03,2455.0
13667,Canada,2021-09-04,2461.0
13668,Canada,2021-09-05,2440.0
13669,Canada,2021-09-06,2114.0
13670,Canada,2021-09-07,2192.0
13671,Canada,2021-09-08,2142.0
13672,Canada,2021-09-09,2155.0
13673,Canada,2021-09-10,2113.0
13674,Canada,2021-09-11,2079.0
13675,Canada,2021-09-12,2060.0
13676,Canada,2021-09-13,2296.0
13677,Canada,2021-09-14,2186.0
13678,Canada,2021-09-15,2182.0
13679,Canada,2021-09-16,2176.0
13680,Canada,2021-09-17,2404.0
13681,Canada,2021-09-18,2388.0
13682,Canada,2021-09-19,2384.0
13683,Canada,2021-09-20,2535.0
13684,Canada,2021-09-21,2632.0
13685,Canada,2021-09-22,2695.0
13686,Canada,2021-09-23,2768.0
13687,Canada,2021-09-24,2794.0
13688,Canada,2021-09-25,2816.0
13689,Canada,2021-09-26,2864.0
13690,Canada,2021-09-27,2795.0
13691,Canada,2021-09-28,2716.0
13692,Canada,2021-09-29,2709.0
13693,Canada,2021-09-30,2649.0
13694,Canada,2021-10-01,2380.0
13695,Canada,2021-10-02,2327.0
13696,Canada,2021-10-03,2256.0
13697,Canada,2021-10-04,2193.0
13698,Canada,2021-10-05,2194.0
13699,Canada,2021-10-06,2288.0
13700,Canada,2021-10-07,2239.0
13701,Canada,2021-10-08,2254.0
13702,Canada,2021-10-09,2267.0
13703,Canada,2021-10-10,2275.0
13704,Canada,2021-10-11,1981.0
13705,Canada,2021-10-12,2106.0
13706,Canada,2021-10-13,1984.0
13707,Canada,2021-10-14,2035.0
13708,Canada,2021-10-15,2046.0
13709,Canada,2021-10-16,2008.0
13710,Canada,2021-10-17,1987.0
13711,Canada,2021-10-18,2301.0
13712,Canada,2021-10-19,2164.0
13713,Canada,2021-10-20,2133.0
13714,Canada,2021-10-21,2085.0
13715,Canada,2021-10-22,2055.0
13716,Canada,2021-10-23,2034.0
13717,Canada,2021-10-24,2007.0
13718,Canada,2021-10-25,1978.0
13719,Canada,2021-10-26,2005.0
13720,Canada,2021-10-27,1976.0
13721,Canada,2021-10-28,1956.0
13722,Canada,2021-10-29,1893.0
13723,Canada,2021-10-30,1874.0
13724,Canada,2021-10-31,1857.0
13725,Canada,2021-11-01,1799.0
13726,Canada,2021-11-02,1696.0
13727,Canada,2021-11-03,1697.0
13728,Canada,2021-11-04,1677.0
13729,Canada,2021-11-05,1659.0
13730,Canada,2021-11-06,1614.0
13731,Canada,2021-11-07,1594.0
13732,Canada,2021-11-08,1617.0
13733,Canada,2021-11-09,1679.0
13734,Canada,2021-11-10,1726.0
13735,Canada,2021-11-11,1593.0
13736,Canada,2021-11-12,1663.0
13737,Canada,2021-11-13,1680.0
13738,Canada,2021-11-14,1678.0
13739,Canada,2021-11-15,1673.0
13740,Canada,2021-11-16,1647.0
13741,Canada,2021-11-17,1604.0
13742,Canada,2021-11-18,1733.0
13743,Canada,2021-11-19,1641.0
13744,Canada,2021-11-20,1630.0
13745,Canada,2021-11-21,1604.0
13746,Canada,2021-11-22,1605.0
13747,Canada,2021-11-23,1497.0
13748,Canada,2021-11-24,1409.0
13749,Canada,2021-11-25,1389.0
13750,Canada,2021-11-26,1468.0
13751,Canada,2021-11-27,1602.0
13752,Canada,2021-11-28,1796.0
13753,Canada,2021-11-29,1963.0
13754,Canada,2021-11-30,2245.0
13755,Canada,2021-12-01,2488.0
13756,Canada,2021-12-02,2697.0
13757,Canada,2021-12-03,5672.0
13758,Canada,2021-12-04,5879.0
13759,Canada,2021-12-05,5998.0
13760,Canada,2021-12-06,6165.0
13761,Canada,2021-12-07,6434.0
13762,Canada,2021-12-08,6681.0
13763,Canada,2021-12-09,6865.0
13764,Canada,2021-12-10,4461.0
13765,Canada,2021-12-11,4514.0
13766,Canada,2021-12-12,4524.0
13767,Canada,2021-12-13,4595.0
13768,Canada,2021-12-14,4884.0
13769,Canada,2021-12-15,5176.0
13770,Canada,2021-12-16,5622.0
13771,Canada,2021-12-17,5944.0
13772,Canada,2021-12-18,6408.0
13773,Canada,2021-12-19,6799.0
13774,Canada,2021-12-20,7267.0
13775,Canada,2021-12-21,7870.0
13776,Canada,2021-12-22,8558.0
13777,Canada,2021-12-23,9210.0
13778,Canada,2021-12-24,9379.0
13779,Canada,2021-12-25,8746.0
13780,Canada,2021-12-26,8002.0
13781,Canada,2021-12-27,7094.0
13782,Canada,2021-12-28,6564.0
13783,Canada,2021-12-29,6831.0
13784,Canada,2021-12-30,6363.0
13785,Canada,2021-12-31,6209.0
13786,Canada,2022-01-01,6247.0
13787,Canada,2022-01-02,6277.0
13788,Canada,2022-01-03,6337.0
13789,Canada,2022-01-04,7480.0
13790,Canada,2022-01-05,7007.0
13791,Canada,2022-01-06,7292.0
13792,Canada,2022-01-07,7663.0
13793,Canada,2022-01-08,8406.0
13794,Canada,2022-01-09,9136.0
13795,Canada,2022-01-10,10273.0
13796,Canada,2022-01-11,9660.0
13797,Canada,2022-01-12,9702.0
13798,Canada,2022-01-13,9714.0
13799,Canada,2022-01-14,9595.0
13800,Canada,2022-01-15,9546.0
13801,Canada,2022-01-16,9524.0
13802,Canada,2022-01-17,9636.0
13803,Canada,2022-01-18,9074.0
13804,Canada,2022-01-19,8893.0
13805,Canada,2022-01-20,8498.0
13806,Canada,2022-01-21,8220.0
13807,Canada,2022-01-22,7938.0
13808,Canada,2022-01-23,7802.0
13809,Canada,2022-01-24,7391.0
13810,Canada,2022-01-25,7631.0
13811,Canada,2022-01-26,7296.0
13812,Canada,2022-01-27,7082.0
13813,Canada,2022-01-28,6840.0
13814,Canada,2022-01-29,6670.0
13815,Canada,2022-01-30,6557.0
13816,Canada,2022-01-31,6585.0
13817,Canada,2022-02-01,6081.0
13818,Canada,2022-02-02,5818.0
13819,Canada,2022-02-03,5526.0
13820,Canada,2022-02-04,5165.0
13821,Canada,2022-02-05,4976.0
13822,Canada,2022-02-06,4611.0
13823,Canada,2022-02-07,4323.0
13824,Canada,2022-02-08,4023.0
13825,Canada,2022-02-09,3774.0
13826,Canada,2022-02-10,3601.0
13827,Canada,2022-02-11,3469.0
13828,Canada,2022-02-12,3323.0
13829,Canada,2022-02-13,3437.0
13830,Canada,2022-02-14,2746.0
13831,Canada,2022-02-15,2877.0
13832,Canada,2022-02-16,2746.0
13833,Canada,2022-02-17,2456.0
13834,Canada,2022-02-18,2430.0
13835,Canada,2022-02-19,2366.0
13836,Canada,2022-02-20,2273.0
13837,Canada,2022-02-21,2062.0
13838,Canada,2022-02-22,2054.0
13839,Canada,2022-02-23,1961.0
13840,Canada,2022-02-24,1977.0
13841,Canada,2022-02-25,1775.0
13842,Canada,2022-02-26,1719.0
13843,Canada,2022-02-27,1687.0
13844,Canada,2022-02-28,2922.0
13845,Canada,2022-03-01,2492.0
13846,Canada,2022-03-02,2385.0
13847,Canada,2022-03-03,2335.0
13848,Canada,2022-03-04,2276.0
13849,Canada,2022-03-05,2213.0
13850,Canada,2022-03-06,2152.0
13851,Canada,2022-03-07,1038.0
13852,Canada,2022-03-08,973.0
13853,Canada,2022-03-09,942.0
13854,Canada,2022-03-10,889.0
13855,Canada,2022-03-11,828.0
13856,Canada,2022-03-12,814.0
13857,Canada,2022-03-13,804.0
13858,Canada,2022-03-14,752.0
13859,Canada,2022-03-15,785.0
13860,Canada,2022-03-16,784.0
13861,Canada,2022-03-17,766.0
13862,Canada,2022-03-18,755.0
13863,Canada,2022-03-19,775.0
13864,Canada,2022-03-20,794.0
13865,Canada,2022-03-21,784.0
13866,Canada,2022-03-22,752.0
13867,Canada,2022-03-23,767.0
13868,Canada,2022-03-24,716.0
13869,Canada,2022-03-25,716.0
13870,Canada,2022-03-26,680.0
13871,Canada,2022-03-27,653.0
13872,Canada,2022-03-28,642.0
26977,France,2020-12-27,0.0
26978,France,2020-12-28,10.0
26979,France,2020-12-29,8.0
26980,France,2020-12-30,7.0
26981,France,2020-12-31,7.0
26982,France,2021-01-01,9.0
26983,France,2021-01-02,8.0
26984,France,2021-01-03,8.0
26985,France,2021-01-04,11.0
26986,France,2021-01-05,24.0
26987,France,2021-01-06,50.0
26988,France,2021-01-07,111.0
26989,France,2021-01-08,187.0
26990,France,2021-01-09,210.0
26991,France,2021-01-10,222.0
26992,France,2021-01-11,302.0
26993,France,2021-01-12,420.0
26994,France,2021-01-13,531.0
26995,France,2021-01-14,645.0
26996,France,2021-01-15,713.0
26997,France,2021-01-16,732.0
26998,France,2021-01-17,743.0
26999,France,2021-01-18,840.0
27000,France,2021-01-19,986.0
27001,France,2021-01-20,1139.0
27002,France,2021-01-21,1299.0
27003,France,2021-01-22,1410.0
27004,France,2021-01-23,1448.0
27005,France,2021-01-24,1446.0
27006,France,2021-01-25,1432.0
27007,France,2021-01-26,1374.0
27008,France,2021-01-27,1322.0
27009,France,2021-01-28,1280.0
27010,France,2021-01-29,1255.0
27011,France,2021-01-30,1244.0
27012,France,2021-01-31,1238.0
27013,France,2021-02-01,1227.0
27014,France,2021-02-02,1234.0
27015,France,2021-02-03,1227.0
27016,France,2021-02-04,1213.0
27017,France,2021-02-05,1221.0
27018,France,2021-02-06,1222.0
27019,France,2021-02-07,1229.0
27020,France,2021-02-08,1269.0
27021,France,2021-02-09,1336.0
27022,France,2021-02-10,1417.0
27023,France,2021-02-11,1532.0
27024,France,2021-02-12,1616.0
27025,France,2021-02-13,1634.0
27026,France,2021-02-14,1638.0
27027,France,2021-02-15,1684.0
27028,France,2021-02-16,1711.0
27029,France,2021-02-17,1723.0
27030,France,2021-02-18,1728.0
27031,France,2021-02-19,1732.0
27032,France,2021-02-20,1743.0
27033,France,2021-02-21,1738.0
27034,France,2021-02-22,1729.0
27035,France,2021-02-23,1701.0
27036,France,2021-02-24,1675.0
27037,France,2021-02-25,1682.0
27038,France,2021-02-26,1743.0
27039,France,2021-02-27,1800.0
27040,France,2021-02-28,1802.0
27041,France,2021-03-01,1819.0
27042,France,2021-03-02,1882.0
27043,France,2021-03-03,1968.0
27044,France,2021-03-04,2055.0
27045,France,2021-03-05,2224.0
27046,France,2021-03-06,2545.0
27047,France,2021-03-07,2791.0
27048,France,2021-03-08,2874.0
27049,France,2021-03-09,3004.0
27050,France,2021-03-10,3119.0
27051,France,2021-03-11,3274.0
27052,France,2021-03-12,3452.0
27053,France,2021-03-13,3496.0
27054,France,2021-03-14,3370.0
27055,France,2021-03-15,3440.0
27056,France,2021-03-16,3338.0
27057,France,2021-03-17,3239.0
27058,France,2021-03-18,3041.0
27059,France,2021-03-19,2870.0
27060,France,2021-03-20,2725.0
27061,France,2021-03-21,2695.0
27062,France,2021-03-22,2722.0
27063,France,2021-03-23,2959.0
27064,France,2021-03-24,3195.0
27065,France,2021-03-25,3564.0
27066,France,2021-03-26,3846.0
27067,France,2021-03-27,3917.0
27068,France,2021-03-28,3940.0
27069,France,2021-03-29,4052.0
27070,France,2021-03-30,4184.0
27071,France,2021-03-31,4259.0
27072,France,2021-04-01,4294.0
27073,France,2021-04-02,4237.0
27074,France,2021-04-03,4218.0
27075,France,2021-04-04,4222.0
27076,France,2021-04-05,3834.0
27077,France,2021-04-06,3771.0
27078,France,2021-04-07,3855.0
27079,France,2021-04-08,3973.0
27080,France,2021-04-09,4297.0
27081,France,2021-04-10,4493.0
27082,France,2021-04-11,4547.0
27083,France,2021-04-12,5136.0
27084,France,2021-04-13,5409.0
27085,France,2021-04-14,5533.0
27086,France,2021-04-15,5588.0
27087,France,2021-04-16,5501.0
27088,France,2021-04-17,5466.0
27089,France,2021-04-18,5458.0
27090,France,2021-04-19,5442.0
27091,France,2021-04-20,5381.0
27092,France,2021-04-21,5357.0
27093,France,2021-04-22,5339.0
27094,France,2021-04-23,5332.0
27095,France,2021-04-24,5381.0
27096,France,2021-04-25,5426.0
27097,France,2021-04-26,5496.0
27098,France,2021-04-27,5597.0
27099,France,2021-04-28,5726.0
27100,France,2021-04-29,5891.0
27101,France,2021-04-30,6053.0
27102,France,2021-05-01,5879.0
27103,France,2021-05-02,5924.0
27104,France,2021-05-03,6097.0
27105,France,2021-05-04,6241.0
27106,France,2021-05-05,6387.0
27107,France,2021-05-06,6526.0
27108,France,2021-05-07,6681.0
27109,France,2021-05-08,6827.0
27110,France,2021-05-09,6927.0
27111,France,2021-05-10,7105.0
27112,France,2021-05-11,7364.0
27113,France,2021-05-12,7610.0
27114,France,2021-05-13,7135.0
27115,France,2021-05-14,7117.0
27116,France,2021-05-15,7498.0
27117,France,2021-05-16,7597.0
27118,France,2021-05-17,7562.0
27119,France,2021-05-18,7460.0
27120,France,2021-05-19,7346.0
27121,France,2021-05-20,7926.0
27122,France,2021-05-21,8018.0
27123,France,2021-05-22,7930.0
27124,France,2021-05-23,7830.0
27125,France,2021-05-24,7344.0
27126,France,2021-05-25,7294.0
27127,France,2021-05-26,7271.0
27128,France,2021-05-27,7272.0
27129,France,2021-05-28,7324.0
27130,France,2021-05-29,7369.0
27131,France,2021-05-30,7292.0
27132,France,2021-05-31,7855.0
27133,France,2021-06-01,8051.0
27134,France,2021-06-02,8152.0
27135,France,2021-06-03,8267.0
27136,France,2021-06-04,8418.0
27137,France,2021-06-05,8514.0
27138,France,2021-06-06,8605.0
27139,France,2021-06-07,8688.0
27140,France,2021-06-08,8693.0
27141,France,2021-06-09,8715.0
27142,France,2021-06-10,8652.0
27143,France,2021-06-11,8617.0
27144,France,2021-06-12,8618.0
27145,France,2021-06-13,8611.0
27146,France,2021-06-14,8602.0
27147,France,2021-06-15,8621.0
27148,France,2021-06-16,8644.0
27149,France,2021-06-17,8636.0
27150,France,2021-06-18,8679.0
27151,France,2021-06-19,8686.0
27152,France,2021-06-20,8682.0
27153,France,2021-06-21,8683.0
27154,France,2021-06-22,8676.0
27155,France,2021-06-23,8680.0
27156,France,2021-06-24,8598.0
27157,France,2021-06-25,8568.0
27158,France,2021-06-26,8623.0
27159,France,2021-06-27,8697.0
27160,France,2021-06-28,8719.0
27161,France,2021-06-29,8718.0
27162,France,2021-06-30,8745.0
27163,France,2021-07-01,8826.0
27164,France,2021-07-02,8824.0
27165,France,2021-07-03,8797.0
27166,France,2021-07-04,8767.0
27167,France,2021-07-05,8725.0
27168,France,2021-07-06,8687.0
27169,France,2021-07-07,8617.0
27170,France,2021-07-08,8546.0
27171,France,2021-07-09,8526.0
27172,France,2021-07-10,8479.0
27173,France,2021-07-11,8420.0
27174,France,2021-07-12,8547.0
27175,France,2021-07-13,8851.0
27176,France,2021-07-14,8184.0
27177,France,2021-07-15,8594.0
27178,France,2021-07-16,8885.0
27179,France,2021-07-17,9078.0
27180,France,2021-07-18,9193.0
27181,France,2021-07-19,9327.0
27182,France,2021-07-20,9358.0
27183,France,2021-07-21,10346.0
27184,France,2021-07-22,10302.0
27185,France,2021-07-23,10272.0
27186,France,2021-07-24,10220.0
27187,France,2021-07-25,10170.0
27188,France,2021-07-26,10086.0
27189,France,2021-07-27,9990.0
27190,France,2021-07-28,9876.0
27191,France,2021-07-29,9743.0
27192,France,2021-07-30,9538.0
27193,France,2021-07-31,9359.0
27194,France,2021-08-01,9276.0
27195,France,2021-08-02,9074.0
27196,France,2021-08-03,8776.0
27197,France,2021-08-04,8448.0
27198,France,2021-08-05,8083.0
27199,France,2021-08-06,7801.0
27200,France,2021-08-07,7633.0
27201,France,2021-08-08,7581.0
27202,France,2021-08-09,7459.0
27203,France,2021-08-10,7335.0
27204,France,2021-08-11,7219.0
27205,France,2021-08-12,7123.0
27206,France,2021-08-13,6908.0
27207,France,2021-08-14,6805.0
27208,France,2021-08-15,6703.0
27209,France,2021-08-16,6673.0
27210,France,2021-08-17,6603.0
27211,France,2021-08-18,6569.0
27212,France,2021-08-19,6501.0
27213,France,2021-08-20,6548.0
27214,France,2021-08-21,6548.0
27215,France,2021-08-22,6611.0
27216,France,2021-08-23,6599.0
27217,France,2021-08-24,6572.0
27218,France,2021-08-25,6527.0
27219,France,2021-08-26,6461.0
27220,France,2021-08-27,6429.0
27221,France,2021-08-28,6425.0
27222,France,2021-08-29,6407.0
27223,France,2021-08-30,6295.0
27224,France,2021-08-31,6152.0
27225,France,2021-09-01,6023.0
27226,France,2021-09-02,5807.0
27227,France,2021-09-03,5599.0
27228,France,2021-09-04,5553.0
27229,France,2021-09-05,5467.0
27230,France,2021-09-06,5131.0
27231,France,2021-09-07,4749.0
27232,France,2021-09-08,4498.0
27233,France,2021-09-09,4261.0
27234,France,2021-09-10,4036.0
27235,France,2021-09-11,3883.0
27236,France,2021-09-12,3834.0
27237,France,2021-09-13,3715.0
27238,France,2021-09-14,3641.0
27239,France,2021-09-15,3589.0
27240,France,2021-09-16,3513.0
27241,France,2021-09-17,3409.0
27242,France,2021-09-18,3315.0
27243,France,2021-09-19,3287.0
27244,France,2021-09-20,3194.0
27245,France,2021-09-21,3085.0
27246,France,2021-09-22,2971.0
27247,France,2021-09-23,2884.0
27248,France,2021-09-24,2787.0
27249,France,2021-09-25,2710.0
27250,France,2021-09-26,2692.0
27251,France,2021-09-27,2628.0
27252,France,2021-09-28,2542.0
27253,France,2021-09-29,2441.0
27254,France,2021-09-30,2374.0
27255,France,2021-10-01,2331.0
27256,France,2021-10-02,2270.0
27257,France,2021-10-03,2255.0
27258,France,2021-10-04,2229.0
27259,France,2021-10-05,2212.0
27260,France,2021-10-06,2187.0
27261,France,2021-10-07,2171.0
27262,France,2021-10-08,2168.0
27263,France,2021-10-09,2142.0
27264,France,2021-10-10,2135.0
27265,France,2021-10-11,2125.0
27266,France,2021-10-12,2121.0
27267,France,2021-10-13,2100.0
27268,France,2021-10-14,2087.0
27269,France,2021-10-15,2077.0
27270,France,2021-10-16,2047.0
27271,France,2021-10-17,2042.0
27272,France,2021-10-18,2032.0
27273,France,2021-10-19,2011.0
27274,France,2021-10-20,2027.0
27275,France,2021-10-21,2034.0
27276,France,2021-10-22,2017.0
27277,France,2021-10-23,2020.0
27278,France,2021-10-24,2018.0
27279,France,2021-10-25,2035.0
