county,state,lat,lon,num_deaths
Atchison,Missouri,40.43082630404365,-95.4280967783168,20999.0
Athens,Ohio,39.33389670072454,-82.04520986311843,181102.0
Atkinson,Georgia,31.297139876841317,-82.88007269196125,34992.0
Atlantic,New Jersey,39.4777467604974,-74.66097803406451,1035162.0
Atoka,Oklahoma,34.373758503506345,-96.0378330249126,69901.0
Attala,Mississippi,33.08626862508519,-89.5815274478368,90132.0
Audrain,Missouri,39.21574815044118,-91.84159093076924,89470.0
Audubon,Iowa,41.68460941011672,-94.90582566946544,22500.0
Auglaize,Ohio,40.5609257616483,-84.22173354604415,130536.0
Augusta,Virginia,38.16296772636075,-79.12885341030622,225928.0
Aurora,South Dakota,43.71800262689603,-98.56155300506236,0.0
Austin,Texas,29.88701035886459,-96.27790121701427,96645.0
Autauga,Alabama,32.53492795548251,-86.64274780881378,202496.0
Avery,North Carolina,36.076550620444266,-81.92258699293184,56600.0
Avoyelles,Louisiana,31.07624308675612,-92.00139077397915,200984.0
Baca,Colorado,37.319190859898,-102.56048286257372,0.0
Bacon,Georgia,31.553674623695752,-82.45271259702616,59989.0
Bailey,Texas,34.06857637423726,-102.82988569684224,16264.0
Baker,Florida,30.33110366123715,-82.28463195805557,125610.0
Baker,Georgia,31.32614484748789,-84.44470650536948,0.0
Baker,Oregon,44.709157997955565,-117.67531623513608,51759.0
Baldwin,Alabama,30.727488993637653,-87.72257523736427,789222.0
Baldwin,Georgia,33.069271580888994,-83.24955970914397,193732.0
Ballard,Kentucky,37.05848851790727,-88.99926354969922,37355.0
Baltimore,Maryland,39.46342507754503,-76.6401967393095,2917305.0
Baltimore city,Maryland,39.30508795971726,-76.61444497638686,3289445.0
Bamberg,South Carolina,33.21480452788514,-81.05424508460322,81174.0
Bandera,Texas,29.74721516975891,-99.24631006583624,84240.0
Banks,Georgia,34.354153170410044,-83.49736718846856,75750.0
Banner,Nebraska,41.546041678328685,-103.71062944321086,0.0
Bannock,Idaho,42.668498835282016,-112.22462672299406,274688.0
Baraga,Michigan,46.66268020406899,-88.36517863356602,35649.0
Barber,Kansas,37.22886803469829,-98.68483122349248,0.0
Barbour,Alabama,31.869588809118525,-85.39321291457654,116112.0
Barbour,West Virginia,39.13295967431476,-80.00301266325876,70184.0
Barnes,North Dakota,46.93611693157219,-98.07157763606034,32760.0
Barnstable,Massachusetts,41.72418718714459,-70.29149072493901,744268.0
Barnwell,South Carolina,33.26605667769886,-81.43500436798794,112250.0
Barren,Kentucky,36.96559197385524,-85.93366782606704,186501.0
Barron,Wisconsin,45.42369290869915,-91.8483110968044,140220.0
Barrow,Georgia,33.99319619517074,-83.7127357002228,281478.0
Barry,Michigan,42.59504523157938,-85.30896523777503,197358.0
Barry,Missouri,36.70987001550167,-93.82906491010144,162173.0
Bartholomew,Indiana,39.20596438351332,-85.89759911018018,269808.0
Barton,Kansas,38.4789772117708,-98.75646335798712,83415.0
Barton,Missouri,37.50232864457938,-94.34713188688448,32214.0
Bartow,Georgia,34.23785753318765,-84.84049254315426,403769.0
Bastrop,Texas,30.103608973422425,-97.31202844665424,296555.0
Bates,Missouri,38.25726588933143,-94.34003276775336,67599.0
Bath,Kentucky,38.144959772036906,-83.74268128525785,63479.0
Bath,Virginia,38.058718479060296,-79.74109868517576,0.0
Baxter,Arkansas,36.28721473814209,-92.33695364810367,201641.0
Bay,Florida,30.26522180376587,-85.62025130192453,816368.0
Bay,Michigan,43.708032608525855,-83.99171147564141,421593.0
Bayfield,Wisconsin,46.52204450302731,-91.2018167405109,57159.0
Baylor,Texas,33.616520941281244,-99.21353545700678,15738.0
Beadle,South Dakota,44.41448206911352,-98.27812726721244,56970.0
Bear Lake,Idaho,42.28475605762609,-111.32966720305828,10586.0
Beaufort,North Carolina,35.49400950885853,-76.85978035618807,234442.0
Beaufort,South Carolina,32.385559028787455,-80.73018313027478,516040.0
Beauregard,Louisiana,30.648462682806,-93.3433732510583,171199.0
Beaver,Oklahoma,36.749668032594464,-100.47675773897728,15730.0
Beaver,Pennsylvania,40.6822638917926,-80.34929913921485,707996.0
Beaver,Utah,38.35696496504705,-113.2354776279251,11591.0
Beaverhead,Montana,45.132841310763865,-112.89910122891229,23030.0
Becker,Minnesota,46.934661856778426,-95.67397825487544,97818.0
Beckham,Oklahoma,35.268731525463394,-99.6819101833796,102000.0
Bedford,Pennsylvania,40.00655224828496,-78.49029987047572,171063.0
Bedford,Tennessee,35.51381095668584,-86.45889420204462,219045.0
Bedford,Virginia,37.31517160880914,-79.52420455074565,287154.0
Bee,Texas,28.41737621317594,-97.7411741655143,104353.0
Belknap,New Hampshire,43.51791713234523,-71.42266129363769,231346.0
Bell,Kentucky,36.7306530827016,-83.67408693407937,142308.0
Bell,Texas,31.03767989549953,-97.4782479769508,960933.0
Belmont,Ohio,40.01584533032597,-80.98846455276158,298718.0
Beltrami,Minnesota,47.97378284914516,-94.93768839705405,135861.0
Ben Hill,Georgia,31.75978063393737,-83.22049755101771,84480.0
Benewah,Idaho,47.21758721158867,-116.65874056657378,31428.0
Bennett,South Dakota,43.1949949818993,-101.6640067468327,11937.0
Bennington,Vermont,43.03543820772748,-73.09296657868127,144690.0
Benson,North Dakota,48.069390157187655,-99.36601881009123,26076.0
Bent,Colorado,37.95510220020089,-103.07173260939422,22154.0
Benton,Arkansas,36.338730199184425,-94.25620567940892,675990.0
Benton,Indiana,40.60626296552177,-87.31094315373001,29151.0
Benton,Iowa,42.08020515863185,-92.0657157979406,79815.0
Benton,Minnesota,45.699114449568086,-93.99883909742915,99792.0
Benton,Mississippi,34.817299964974154,-89.18846969135701,46228.0
Benton,Missouri,38.2948573762396,-93.28793056355563,104648.0
Benton,Oregon,44.491792664874495,-123.4293014832204,164736.0
Benton,Tennessee,36.06979604803176,-88.06830979422966,108712.0
Benton,Washington,46.23981042002292,-119.51122691464748,496752.0
Benzie,Michigan,44.638730004258775,-86.01555574359479,52437.0
Bergen,New Jersey,40.95963206226482,-74.07423270294231,1929792.0
Berkeley,South Carolina,33.19768570749659,-79.950997369777,680160.0
Berkeley,West Virginia,39.464076160474,-78.02751755504191,470272.0
Berks,Pennsylvania,40.41630980653945,-75.92598591848889,1226684.0
Berkshire,Massachusetts,42.37071144400915,-73.20634904978223,481845.0
Bernalillo,New Mexico,35.05136808403244,-106.6701630728667,2260407.0
Berrien,Georgia,31.275988464234462,-83.22964337452977,97750.0
Berrien,Michigan,41.95468578691783,-86.41227299717146,583786.0
Bertie,North Carolina,36.06617440064496,-76.97866890713219,96900.0
Bethel Census Area,Alaska,60.94731082806935,-159.5223609244984,60258.0
Bexar,Texas,29.448945689358435,-98.52001170804404,6065037.0
Bibb,Alabama,32.99863415292847,-87.12648013857884,117750.0
Bibb,Georgia,32.80650012125847,-83.69741063162101,704961.0
Bienville,Louisiana,32.34717653617636,-93.05598630012707,74074.0
Big Horn,Montana,45.42346597610603,-107.4897212267284,66442.0
Big Horn,Wyoming,44.52679818011735,-107.99520597668273,46215.0
Big Stone,Minnesota,45.42610985703352,-96.41094941771162,0.0
Billings,North Dakota,47.02342317664805,-103.3763754065475,0.0
Bingham,Idaho,43.21656540807924,-112.39809260764146,146120.0
Black Hawk,Iowa,42.47009879165056,-92.30883222810428,402653.0
Blackford,Indiana,40.47364543163965,-85.32482669677553,54093.0
Bladen,North Carolina,34.61459428481144,-78.56364126801505,164328.0
Blaine,Idaho,43.41195405219367,-113.98017649018664,40698.0
Blaine,Montana,48.432720245018295,-108.95858956643734,13916.0
Blaine,Nebraska,41.912786929275136,-99.97682433022888,0.0
Blaine,Oklahoma,35.87521950485698,-98.4334492594539,43430.0
Blair,Pennsylvania,40.48099343967288,-78.34861495353387,478028.0
Blanco,Texas,30.266362744664725,-98.39988783083896,43605.0
Bland,Virginia,37.13398038004761,-81.1302947891523,18928.0
Bleckley,Georgia,32.43443281931353,-83.32785677113421,53500.0
Bledsoe,Tennessee,35.596416179759174,-85.20516624747187,57708.0
Blount,Alabama,33.980878198550045,-86.56738341302922,276675.0
Blount,Tennessee,35.68723559229909,-83.92553120657465,532740.0
Blue Earth,Minnesota,44.03460799207132,-94.06703527549564,146520.0
Boise,Idaho,43.98913598392256,-115.73037775061752,0.0
Bolivar,Mississippi,33.79558800180426,-90.8803672887209,189164.0
Bollinger,Missouri,37.3221907067275,-90.02593038543698,56896.0
Bon Homme,South Dakota,42.98847376347836,-97.8845980511659,19906.0
Bond,Illinois,38.88683972817636,-89.43556005535275,53714.0
Bonner,Idaho,48.3000418873334,-116.60124155994492,144250.0
Bonneville,Idaho,43.3877436159442,-111.61480333758246,299124.0
Boone,Arkansas,36.30859684355022,-93.09154006059624,161037.0
Boone,Illinois,42.32306093510958,-88.8233648418752,142984.0
Boone,Indiana,40.05080317695951,-86.46871134918514,169020.0
Boone,Iowa,42.036587066126565,-93.93169441498569,72324.0
Boone,Kentucky,38.96996406003241,-84.72801835111417,363982.0
Boone,Missouri,38.99062344797427,-92.30968244680916,395026.0
Boone,Nebraska,41.70679051621431,-98.06725109613136,0.0
Boone,West Virginia,38.02299805035749,-81.7112140290312,134719.0
Borden,Texas,32.74364540356834,-101.43172610196834,0.0
Bosque,Texas,31.900388539502472,-97.63433257207656,80730.0
Bossier,Louisiana,32.67892987097207,-93.60505192475622,406448.0
Botetourt,Virginia,37.55713768008065,-79.81235004115422,106967.0
Bottineau,North Dakota,48.79218671680278,-100.83332985525696,20600.0
Boulder,Colorado,40.09266391313512,-105.3581168949269,589456.0
Boundary,Idaho,48.766941489778745,-116.46289899102308,25272.0
Bourbon,Kansas,37.85525104950073,-94.84933982918028,60395.0
Bourbon,Kentucky,38.20674588031736,-84.21716749746055,89908.0
Bowie,Texas,33.445787962148394,-94.42337352083682,409992.0
Bowman,North Dakota,46.11262821808935,-103.52071412315148,0.0
Box Butte,Nebraska,42.21978443095306,-103.08571388512576,33558.0
Box Elder,Utah,41.52097245595805,-113.08213090520988,135716.0
Boyd,Kentucky,38.35956921264916,-82.68778459220002,244725.0
Boyd,Nebraska,42.89970402575973,-98.76655127771971,0.0
Boyle,Kentucky,37.62434329020332,-84.86684383489434,120456.0
Bracken,Kentucky,38.68880419513407,-84.09014784407569,40320.0
Bradford,Florida,29.949958002354546,-82.16877346653118,129258.0
Bradford,Pennsylvania,41.78870546516289,-76.51538866293764,219392.0
Bradley,Arkansas,33.4664252173498,-92.16239582541252,56330.0
Bradley,Tennessee,35.15411574894676,-84.85960280490873,415740.0
Branch,Michigan,41.91613585159056,-85.059015384106,159858.0
Brantley,Georgia,31.196881797349477,-81.98190817983827,95013.0
Braxton,West Virginia,38.69986179948337,-80.71925668760872,72300.0
Brazoria,Texas,29.18966281621664,-95.45192657828756,991648.0
Brazos,Texas,30.660811438622645,-96.30239587449864,370304.0
Breathitt,Kentucky,37.521623054971776,-83.32406776406135,94428.0
Breckinridge,Kentucky,37.773363823270834,-86.42932306754513,97524.0
Bremer,Iowa,42.77459004628111,-92.31805508547929,53846.0
Brevard,Florida,28.29372882440304,-80.73227566748403,2529271.0
Brewster,Texas,29.81194445793709,-103.25174864162727,29648.0
Briscoe,Texas,34.53027850187945,-101.20855887867424,0.0
Bristol,Massachusetts,41.797453975835786,-71.11477021713962,1853754.0
Bristol,Rhode Island,41.71730749784757,-71.28408092755048,109140.0
Bristol Bay Borough,Alaska,58.741951427841634,-156.70287938178112,0.0
Bristol city,Virginia,36.617987925388576,-82.16077676206163,95887.0
Broadwater,Montana,46.33242671424882,-111.49551320722009,0.0
Brooke,West Virginia,40.27387677798187,-80.57645561375591,94380.0
Brookings,South Dakota,44.369674295341554,-96.79045941339656,51968.0
Brooks,Georgia,30.84222225745287,-83.58048573511287,70531.0
Brooks,Texas,27.03158758564814,-98.21874918055497,24289.0
Broome,New York,42.16025840828896,-75.8196242553319,645316.0
Broomfield,Colorado,39.9546152061515,-105.05278288221773,120120.0
Broward,Florida,26.15232170181964,-80.4871127783897,5479178.0
Brown,Illinois,39.96183391714827,-90.75035135204423,16786.0
Brown,Indiana,39.196238998509216,-86.2273818661699,63744.0
Brown,Kansas,39.826492576973656,-95.56421625213092,37625.0
Brown,Minnesota,44.24214565009456,-94.72760935334315,59760.0
Brown,Nebraska,42.4300055461495,-99.9295083835714,0.0
Brown,Ohio,38.93404066141592,-83.86744190034078,214000.0
Brown,South Dakota,45.589798424052645,-98.3516072371502,100878.0
Brown,Texas,31.774266141135204,-98.99978252572596,179400.0
Brown,Wisconsin,44.45294887089145,-88.00373670223041,659978.0
Brule,South Dakota,43.71807691893325,-99.08095005351274,11840.0
Brunswick,North Carolina,34.07109551764617,-78.23760454448316,587860.0
Brunswick,Virginia,36.76478366548346,-77.85902965703201,82668.0
Bryan,Georgia,32.01447669389111,-81.44364126036879,123136.0
Bryan,Oklahoma,33.962335732480014,-96.25979470049909,208335.0
Buchanan,Iowa,42.47079425627669,-91.83784449642684,66304.0
Buchanan,Missouri,39.65991239420253,-94.80612692625502,343321.0
Buchanan,Virginia,37.26663304416514,-82.03606651493152,128260.0
Buckingham,Virginia,37.57221686722679,-78.52880133258928,63246.0
Bucks,Pennsylvania,40.336876121917946,-75.1067869198385,1873854.0
Buena Vista,Iowa,42.73550392828078,-95.1511426036039,38236.0
Buena Vista city,Virginia,37.73159104859526,-79.3565571509166,0.0
Buffalo,Nebraska,40.855156506335874,-99.07499880996552,105820.0
Buffalo,South Dakota,44.07629046896604,-99.20485061489774,13039.0
Buffalo,Wisconsin,44.37983980520826,-91.7544626775062,37350.0
Bullitt,Kentucky,37.970080890501976,-85.69586509894395,281589.0
Bulloch,Georgia,32.39681406656517,-81.74318755966645,229068.0
Bullock,Alabama,32.10053437793328,-85.71568626993826,51562.0
Buncombe,North Carolina,35.611218072460645,-82.53011373671242,884744.0
Bureau,Illinois,41.40415185066384,-89.52867917058938,123211.0
Burke,Georgia,33.06108981425818,-82.00090941431523,107683.0
Burke,North Carolina,35.74961351960302,-81.70476481621283,395505.0
Burke,North Dakota,48.79100480774844,-102.51831030484536,0.0
Burleigh,North Dakota,46.9773864359812,-100.46874984393637,232229.0
Burleson,Texas,30.49247814886612,-96.62144927470784,79380.0
Burlington,New Jersey,39.87769214336262,-74.66804171016712,1394550.0
Burnet,Texas,30.788346112203676,-98.18245478277488,160905.0
Burnett,Wisconsin,45.86267662269611,-92.3675884533327,53505.0
Burt,Nebraska,41.85153882853291,-96.32862485218048,22800.0
Butler,Alabama,31.7524178062516,-86.68030288206035,107865.0
Butler,Iowa,42.731576192998176,-92.79018824673489,53130.0
Butler,Kansas,37.78124853343646,-96.83905421871954,235761.0
Butler,Kentucky,37.20729088840292,-86.68163184984789,65520.0
Butler,Missouri,36.71642685774211,-90.40658486621516,212536.0
Butler,Nebraska,41.226086180358735,-97.1317658988529,23200.0
Butler,Ohio,39.43863432031398,-84.57557630621595,1375752.0
Butler,Pennsylvania,40.91173841975589,-79.91299087536149,598549.0
Butte,California,39.66694537197008,-121.60069437618093,845117.0
Butte,Idaho,43.72288369529832,-113.172048394042,0.0
Butte,South Dakota,44.90578542476484,-103.50794553849305,18450.0
Butts,Georgia,33.28788771010975,-83.95718929920669,125130.0
Cabarrus,North Carolina,35.386794392027234,-80.55186462589947,600588.0
Cabell,West Virginia,38.42031297385749,-82.24171557704855,518566.0
Cache,Utah,41.72242844659407,-111.74359914294403,184448.0
Caddo,Louisiana,32.580077711379715,-93.8823377740167,1163156.0
Caddo,Oklahoma,35.17439077362805,-98.37514915046246,149270.0
Calaveras,California,38.20460285077638,-120.55413604956068,186112.0
Calcasieu,Louisiana,30.229277049684203,-93.35801849667862,859473.0
Caldwell,Kentucky,37.14541433211625,-87.86786963600318,56350.0
Caldwell,Louisiana,32.0923104946383,-92.11656629501,50388.0
Caldwell,Missouri,39.65575322482517,-93.98270738208484,37200.0
Caldwell,North Carolina,35.95303725242755,-81.54641384433845,367965.0
Caldwell,Texas,29.837103029520588,-97.61999741260432,153972.0
Caledonia,Vermont,44.46470589438657,-72.10220293310734,100352.0
Calhoun,Alabama,33.77143651423399,-85.82603458924208,621726.0
Calhoun,Arkansas,33.558036760138066,-92.50305009388516,19032.0
Calhoun,Florida,30.406027748300488,-85.19720185225934,81423.0
Calhoun,Georgia,31.52923061938197,-84.62453620996301,29718.0
Calhoun,Illinois,39.16925024313339,-90.66753769655804,0.0
Calhoun,Iowa,42.38519300963628,-94.64041148337805,31610.0
Calhoun,Michigan,42.246544783436825,-85.00559967338967,554001.0
Calhoun,Mississippi,33.93644012900631,-89.336464574694,67575.0
Calhoun,South Carolina,33.67488821219264,-80.78030023126752,71799.0
Calhoun,Texas,28.507832664303194,-96.60115157005374,76454.0
Calhoun,West Virginia,38.84453975836833,-81.11758165927374,26983.0
Callahan,Texas,32.29765307552526,-99.3734934771638,59774.0
Callaway,Missouri,38.83552509514644,-91.92602768952892,157798.0
Calloway,Kentucky,36.62103864724463,-88.27225155133178,132860.0
Calumet,Wisconsin,44.08161170940411,-88.21806287461362,105183.0
Calvert,Maryland,38.54337279128953,-76.56868220012272,254736.0
Camas,Idaho,43.463335348538095,-114.80578001519198,0.0
Cambria,Pennsylvania,40.495278105882015,-78.71372408683372,597782.0
Camden,Georgia,30.93057183931489,-81.66998613350515,165120.0
Camden,Missouri,38.0270396611029,-92.76605483957692,193007.0
Camden,New Jersey,39.803525700569466,-74.95975372723746,1874982.0
Camden,North Carolina,36.38771296581269,-76.20636491832425,28638.0
Cameron,Louisiana,29.875448492857824,-93.1938243377084,19118.0
Cameron,Pennsylvania,41.4367375995021,-78.20388323383018,0.0
Cameron,Texas,26.131969672633595,-97.52224582228676,1030167.0
Camp,Texas,32.97322099091256,-94.97852558490764,53568.0
Campbell,Kentucky,38.94652086320341,-84.37952050280546,333707.0
Campbell,South Dakota,45.7711798595495,-100.05162148666815,0.0
Campbell,Tennessee,36.40353249996223,-84.1494087513172,265202.0
Campbell,Virginia,37.20562326224492,-79.09640831137453,196710.0
Campbell,Wyoming,44.248279098573946,-105.54820702020866,111280.0
Canadian,Oklahoma,35.542447258465764,-97.98237640361091,406824.0
Candler,Georgia,32.40344756595074,-82.07366512819887,58985.0
Cannon,Tennessee,35.80869142480187,-86.06175622776276,73406.0
Canyon,Idaho,43.62513298453565,-116.7093181492549,575900.0
Cape Girardeau,Missouri,37.38403628041498,-89.68447148829927,260608.0
Cape May,New Jersey,39.14900556490926,-74.80020461874896,417078.0
Carbon,Montana,45.22737975230787,-109.0281455950608,36704.0
Carbon,Pennsylvania,40.91818469050452,-75.7088178571857,269056.0
Carbon,Utah,39.64811872350563,-110.5887540982347,75276.0
Carbon,Wyoming,41.69436572546802,-106.9306697600846,58534.0
Caribou,Idaho,42.77053806013758,-111.5622723138458,19355.0
Carlisle,Kentucky,36.85320795149568,-88.97098759989036,19436.0
Carlton,Minnesota,46.592418403958135,-92.67704468358193,106821.0
Caroline,Maryland,38.87171962309026,-75.83155509541743,131572.0
Caroline,Virginia,38.026839587488624,-77.34697572159804,112668.0
Carroll,Arkansas,36.34102504199927,-93.53824638577376,124000.0
Carroll,Georgia,33.58279281538689,-85.07977275388883,474760.0
Carroll,Illinois,42.0686951069869,-89.93439675280466,55440.0
Carroll,Indiana,40.58285011778235,-86.56350545570739,57178.0
Carroll,Iowa,42.036215377853495,-94.86057378533944,58960.0
Carroll,Kentucky,38.6678570825978,-85.12355034915953,61488.0
Carroll,Maryland,39.56289121079433,-77.02254837669554,513912.0
Carroll,Mississippi,33.44853522371756,-89.9201763637598,42921.0
Carroll,Missouri,39.42698891649349,-93.50518578580645,33369.0
Carroll,New Hampshire,43.87382150953746,-71.20309603875978,179784.0
Carroll,Ohio,40.57958567489342,-81.08972059720978,110166.0
Carroll,Tennessee,35.97316076504437,-88.45028482868416,151256.0
Carroll,Virginia,36.73157412185298,-80.73385877357939,120516.0
Carson,Texas,35.40350082862273,-101.35421300151904,20559.0
Carson City,Nevada,39.15115743380938,-119.747438762386,291048.0
Carter,Kentucky,38.31819228264787,-83.04954362374781,132004.0
Carter,Missouri,36.94124296656642,-90.96235119860866,36830.0
Carter,Montana,45.516774087113866,-104.53616697741654,0.0
Carter,Oklahoma,34.25085186986968,-97.28580701515926,221595.0
Carter,Tennessee,36.29277738758639,-82.1274401310515,274932.0
Carteret,North Carolina,34.83940202061163,-76.6728349606135,311220.0
Carver,Minnesota,44.820798923250734,-93.80260701346684,154496.0
Cascade,Montana,47.307963606997134,-111.34705367447444,291375.0
Casey,Kentucky,37.32230998383878,-84.928334608819,74730.0
Cass,Illinois,39.97357617919382,-90.24742647164334,39617.0
Cass,Indiana,40.76154361127151,-86.34598885725157,147906.0
Cass,Iowa,41.33151742419044,-94.92783620575072,49324.0
Cass,Michigan,41.91537209337118,-85.99349500478687,186714.0
Cass,Minnesota,46.94960613189194,-94.3253722694374,127215.0
Cass,Missouri,38.64699220273146,-94.3548970285026,336336.0
Cass,Nebraska,40.90971949969557,-96.14088486164384,79864.0
Cass,North Dakota,46.93298288205943,-97.24805641190864,377142.0
Cass,Texas,33.07754186644544,-94.34355114565768,147940.0
Cassia,Idaho,42.28383854912536,-113.60013808647751,68864.0
Castro,Texas,34.52989338196472,-102.2616794380469,22274.0
Caswell,North Carolina,36.39317946896443,-79.33353648437458,113201.0
Catahoula,Louisiana,31.666183031006184,-91.84706298859072,51220.0
Catawba,North Carolina,35.66204989024545,-81.21508747661396,630147.0
Catoosa,Georgia,34.903634702303805,-85.13825208111508,257514.0
